ID,HPRICE1,HSIZE,HNBATHR,HFLOOR,BUILDY,D_PMSP,D_PCBD
5155,7950,49.34,1,4,2007,403.4099879,2288
5156,6940,134.69,2,4,2007,436.8411661,2324
5157,7390,134.69,2,2,2007,445.4638236,2343
5159,7020,140.46,2,2,2007,471.4300475,2383
5162,9200,25,1,5,2006,586.3703546,2293
5165,7980,96.9,1,4,2007,981.1296077,1569
5166,8510,98.62,1,3,2007,961.7830113,1568
5170,7680,107.14,1,3,2007,930.6244233,1623
5171,8090,108.51,1,8,2007,961.792539,1624
5174,9040,127,2,3,2007,871.5244784,1637
5176,8450,112.93,1,2,2007,939.8856737,1660
5178,8130,108.33,1,6,2007,1025.237395,1698
5185,8850,84.27,1,6,2009,794.1578025,1726
5187,8830,107.38,1,6,2009,941.2980272,1706
5189,9500,131.31,2,6,2009,1002.902185,1714
5196,8750,105.44,1,3,2009,956.9589313,1726
5198,9400,92.17,1,2,2009,1012.529086,1736
5199,6980,137,2,6,2003,833.7829622,1691
5200,7930,91,1,3,2003,854.6766051,1684
5201,9340,106,1,10,2008,848.6783249,1662
5203,6830,53.53,1,2,1990,2802.929199,2334
5204,7250,54,1,3,1992,2844.245009,2305
5206,6550,103.45,1,3,2007,748.8956836,1587
5207,8290,75.45,1,4,2007,813.928478,1719
5209,8570,75.25,1,4,2007,834.3528244,1671
5211,8940,115,1,9,2007,726.5492664,1584
5212,7660,152,2,3,2008,679.0801841,1550
5215,6750,78,1,5,2000,322.7496142,1437
5217,8680,73,1,3,2000,559.87525,1428
5218,8580,91.3,1,5,2001,531.4864644,1401
5219,7740,92.05,1,2,2002,541.0978974,1396
5220,7450,44,1,5,1985,361.6164351,1252
5224,5210,92,2,6,2006,5024.966712,3046
5225,5070,81,1,5,2009,5062.799677,3041
5228,7290,65,1,7,1998,187.2141769,1488
5229,6630,99.65,1,7,2007,2134.56184,2161
5231,6830,90.93,1,5,2007,2083.298979,2400
5232,6860,104.97,1,3,2007,2109.377007,2392
5234,7070,118.93,1,4,2007,2166.167924,2180
5236,7500,107,1,3,2007,2039.443525,2235
5239,7610,113.3,1,5,2007,2015.11484,2262
5240,7610,107,1,3,2007,2033.890098,2256
5241,7040,118.96,1,8,2007,2162.180283,2382
5242,6870,128.56,2,3,2007,2184.941757,2379
5243,6900,99.57,1,9,2007,2043.610575,2217
5245,7460,113.99,1,4,2008,2136.549478,2230
5248,7590,106.14,1,3,2008,2027.890399,2420
5250,7290,113.3,2,2,2008,2026.975724,2279
5251,8360,99.72,1,2,2009,2123.47031,2195
5252,5990,218,3,6,2009,2124.298594,2235
5253,7890,170,2,10,2009,2042.192606,2253
5255,7770,80,1,4,2000,2151.399063,2020
5257,5510,79.5,1,2,1988,4475.058185,4756
5258,5510,61,1,3,1990,4467.26341,4754
5259,6740,53.68,1,2,1983,315.9468501,1376
5260,7550,59.3,1,6,1985,330.1988349,1395
5262,7910,66,1,5,1990,288.4102045,1483
5263,7910,78.75,1,1,1997,252.5503332,1463
5264,7830,67,1,2,1998,220.0449146,1449
5266,9470,91.09,1,7,2007,480.9769151,1444
5267,8170,90,1,5,1999,576.436161,1465
5268,7850,94.5,1,3,2000,605.3840015,1483
5269,8530,78,1,4,2000,552.9035404,1454
5270,5830,101,1,4,2007,95.91051834,1427
5271,13300,154.49,3,4,2007,228.5103158,2322
5272,11700,218.59,4,1,2007,215.3188187,2306
5322,7410,90.19,1,7,2007,927.9577942,2740
5323,6780,114.36,1,2,2007,910.9046169,2731
5325,7030,128.35,2,6,2007,960.074682,2702
5328,6710,48.78,1,15,2008,925.1916093,2690
5329,6420,48.78,1,4,2008,912.6291331,2695
5332,7510,48.6,1,6,2010,902.8839929,2662
5333,9320,48.24,1,6,2009,2101.953676,2724
5335,7730,73.65,1,1,2009,2056.839772,2760
5336,7360,58.1,1,4,2009,2080.840206,2750
5337,7630,90,1,3,2005,2106.141322,2716
5338,8680,66,1,4,2008,2068.692522,2756
5340,7700,125,2,2,2004,2370.056964,2899
5341,8130,144,2,2,2009,2391.817702,2918
5342,7720,125,2,2,2009,2399.347013,2860
5347,7890,96.6,1,2,2008,4556.56678,3209
5348,6710,86.76,1,7,2008,4690.853314,3444
5350,6450,96.6,1,6,2008,4670.772799,3271
5351,6190,103,1,3,2008,4665.844827,3278
5356,6430,96.51,1,5,2008,4700.028591,3318
5358,7470,86.77,1,10,2009,4599.095309,3263
5359,7620,96.5,1,5,2009,4596.156354,3271
5360,7400,91.05,1,9,2009,4590.858602,3393
5361,7780,104.77,1,7,2009,4586.041064,3381
5362,7820,104.51,1,10,2009,4494.250536,3370
5364,7660,102.91,1,9,2009,4537.998656,3380
5365,7080,86.68,1,2,2009,4536.48777,3374
5369,7590,86.77,1,8,2009,4653.774913,3292
5370,7630,86.77,1,2,2009,4648.754917,3300
5372,7070,103.03,1,2,2009,4642.353388,3417
5373,7220,109,1,5,2008,4600.736126,3256
5374,7760,103,1,8,2009,4655.686003,3288
5376,8070,56,1,2,1993,2993.157132,2345
5379,7230,67.04,1,5,1990,3090.366811,2179
5380,7220,102,1,3,2004,3068.169417,2161
5383,6840,49,1,6,1998,1652.752969,1955
5385,8740,65,1,1,1995,553.2710043,1598
5386,8180,64,1,5,1998,566.8620407,1590
5387,8380,66,1,3,1998,584.7538281,1580
5392,6970,74,1,4,1998,3227.340562,2247
5393,5960,170,1,5,2003,3368.464119,2178
5394,11020,135.47,2,8,2007,930.3806071,1637
5396,11470,147.12,3,12,2007,1119.392509,1773
5397,11380,142.26,3,6,2007,1113.335089,1761
5403,5060,120,2,2,2006,3491.970439,2291
5404,4990,96,1,2,2005,3279.32941,2495
5405,4760,120,1,5,2005,3269.005695,2517
5406,6130,144,2,2,2002,3611.321073,2258
5407,5780,56,1,2,2005,3619.688749,2247
5409,8000,100,1,11,2004,1103.563365,1926
5415,6570,92,1,5,2005,315.9361231,1922
5416,6640,92.83,1,5,2010,298.2594388,1906
5417,7150,58,1,3,2005,476.0918251,2053
5421,5390,78,1,1,2005,1184.88199,2407
5423,8140,63,1,5,2000,631.2154324,2462
5426,8680,131,2,2,2009,859.2149097,3139
5427,8930,143,1,1,2010,836.3351929,3164
5431,7310,64,1,4,1995,1467.556,1704
5432,7030,51,1,6,2000,1467.082701,1695
5433,6940,115,2,2,2002,1445.353456,1711
5436,7430,63.23,1,5,2000,1171.448652,1617
5439,6730,89.9,1,2,2006,4477.204881,3280
5440,5330,103.03,1,2,2008,4955.459389,4145
5444,5950,68.02,1,2,2008,4740.014026,3968
5445,5940,110.48,1,5,2008,4770.479606,3991
5447,5940,81.56,1,4,2008,4798.772298,4013
5448,5950,81.42,1,3,2008,4931.17303,4119
5449,5950,81.42,1,4,2008,4923.5914,4119
5450,5550,102.92,1,10,2009,4721.410072,3981
5454,5560,66.3,1,8,2009,4761.950841,4036
5455,5560,105,1,4,2009,4760.440415,4042
5456,4960,104.2,1,3,2009,4811.703113,4062
5457,4960,105.05,1,3,2009,4810.587811,4070
5458,6490,113.3,2,3,2009,4884.498511,4070
5461,5890,113.3,1,6,2009,4903.323885,4094
5462,5890,113.3,1,5,2009,4894.14571,4094
5464,6490,71.59,1,5,2009,4918.740115,4095
5465,6490,71.59,1,3,2009,4945.955752,4115
5467,6500,155.13,2,10,2009,4954.396085,4187
5472,6510,105.04,1,9,2009,5039.118226,4187
5473,6510,101.12,1,8,2009,4908.155613,4148
5476,6990,103,1,8,2010,4839.301374,4041
5478,6330,92.32,1,4,2007,543.1721259,2346
5481,6270,120.89,2,2,2007,628.9334224,2410
5482,6820,117.2,2,3,2007,625.4046043,2418
5486,6780,91.37,1,4,2007,707.4935051,2458
5487,6780,91.37,1,4,2007,694.72329,2479
5488,6810,91.25,1,4,2007,714.4067826,2469
5489,6770,99.56,1,3,2007,728.4425152,2486
5490,6710,101.67,1,3,2007,743.0589494,2610
5491,6600,112.28,2,2,2007,729.1565937,2738
5492,6750,93.28,1,4,2007,713.5005234,2477
5498,7410,178.6,2,2,2007,679.5553344,2454
5501,6960,124.97,2,2,2007,606.6802955,2452
5502,7770,104.99,1,4,2007,612.846709,2390
5503,7720,120.15,1,3,2007,639.4122852,2409
5504,7780,92.06,1,4,2007,679.2283341,2527
5505,7720,100.93,1,3,2007,655.0808602,2773
5506,7360,101.67,1,3,2007,692.2795461,2759
5507,7390,112.29,2,2,2007,671.7887846,2753
5509,7520,101.12,1,3,2007,683.474137,2730
5513,7070,120.86,2,2,2007,618.8450617,2397
5514,7270,120.06,2,3,2007,697.7277072,2533
5516,9610,103,2,3,2007,454.5013468,2792
5520,7820,89.8,2,3,2008,1565.452051,1822
5521,7640,71.12,1,6,2008,1498.39533,1800
5522,7590,71.12,1,3,2008,1523.2286,1785
5526,8030,89.52,2,9,2008,1526.369382,1806
5529,8330,72,1,7,2006,1626.128691,1739
5530,8070,90,2,3,2009,1599.403435,1783
5531,8880,71,1,11,2009,1571.828317,1790
5533,8890,110,1,6,2007,527.1056849,1511
5534,9530,110,1,12,2008,511.3841842,1488
5536,5740,93,1,4,2005,2932.001528,2235
5539,6160,93,1,5,2005,2406.222004,2339
5543,6820,52,1,6,1995,1554.22537,1925
5544,7160,42,1,6,1998,1525.35172,1902
5545,7440,80,1,4,1999,1536.610822,1900
5547,5840,129.69,2,7,2007,841.228826,2363
5548,6690,128.75,1,5,2007,555.3911446,2261
5552,7110,155.67,2,7,2007,844.0612826,2320
5557,6260,137.27,2,2,2007,287.7388069,2351
5558,6800,96.3,1,11,2007,810.5022142,2372
5559,6460,96.3,1,6,2007,790.0839663,2377
5561,6760,92.65,1,7,2007,336.9222711,2373
5562,7970,48.5,1,5,2007,855.1441468,2403
5565,7570,30,1,2,2000,1517.142539,2457
5566,7710,30,1,1,2000,1491.662408,2465
5569,7470,53,1,4,2002,2353.307572,2091
5570,7050,46.5,1,1,1989,3699.737252,2330
5572,7110,64,1,5,1998,3738.665467,2308
5573,7940,84,1,5,2005,986.0906163,1896
5574,7670,84,1,4,2005,1000.377184,1887
5576,6270,49,1,2,1992,4445.140953,3236
5578,6070,90,1,6,1999,4473.464782,3273
5582,5880,58,1,4,1987,4234.419256,3148
5583,6260,46.7,1,5,1991,4246.842744,3145
5585,6630,65.09,1,5,2004,4605.413995,3869
5586,6770,65,1,3,2004,4633.792726,3890
5589,6260,69,1,3,1986,4349.369829,3890
5592,7010,44,1,4,2005,3326.89678,2332
5593,7000,80.15,1,4,2007,5112.057684,3526
5594,6820,121.43,2,2,2007,5114.86455,3509
5595,6870,80.15,1,5,2007,5127.30858,3473
5596,6980,80.11,1,4,2007,5131.661601,3457
5597,7060,86.53,1,6,2007,5200.281162,3511
5598,6670,88.14,1,3,2007,5203.058931,3503
5601,7040,76.28,1,3,2007,5167.966058,3476
5602,6900,53.8,1,2,2007,5168.318918,3489
5608,6240,104,1,2,2003,1565.904751,2001
5609,5390,108,1,3,2005,1499.707099,1976
5612,8380,80,1,3,2009,1194.378016,1945
5613,8950,79,1,11,2009,1229.690097,1872
5614,7640,62.78,1,3,1998,1729.330275,2196
5616,7030,51,1,6,1999,1761.265196,2173
5617,7430,111.22,2,12,2007,728.6786247,2071
5618,7260,95.88,1,3,2007,723.0326657,2067
5619,7310,86.95,1,6,2007,704.3009576,2053
5620,7260,86.56,1,2,2007,709.5332141,2057
5622,7390,86.99,1,3,2007,755.3994141,2090
5623,7410,86.95,1,8,2008,775.727516,2105
5624,7290,87.16,1,5,2008,779.4310883,2107
5625,7330,86.95,1,7,2008,664.2566778,2024
5628,7400,98.4,2,4,2008,704.1334823,2053
5631,7120,112.08,2,13,2009,599.3763449,1978
5632,7070,99.12,1,5,2009,604.3301568,1981
5635,7220,152.13,2,9,2009,722.4010214,2066
5637,7130,129.91,2,7,2009,655.0839725,2018
5638,7120,122.1,2,3,2009,646.2237799,2011
5639,7640,127.64,2,8,2009,533.6122547,1930
5641,7530,130.62,2,7,2009,707.4487473,2055
5642,7620,121.5,2,3,2009,711.0568027,2058
5644,8200,143.79,2,3,2008,882.6412003,2182
5646,8420,171.79,2,2,2008,949.1429335,2229
5648,8420,146.42,2,2,2008,916.336637,2206
5651,8510,143.45,2,4,2009,827.4998933,2142
5652,8510,135.05,2,4,2009,854.8571798,2162
5655,8600,141.65,2,3,2009,884.5115253,2183
5659,9930,143.43,2,4,2009,915.5762356,2205
5661,8280,134.48,2,2,2009,1004.897298,2270
5663,8600,142.33,2,3,2009,961.9973836,2239
5664,9330,134.48,2,5,2009,989.5981446,2259
5665,9080,134.48,2,2,2009,993.2148694,2261
5666,11720,144.58,2,3,2009,976.5864341,2249
5667,12020,191.67,3,3,2009,980.1591641,2252
5671,9750,142.33,2,2,2009,858.6155589,2164
5672,8970,143.3,2,5,2009,862.1225868,2167
5674,11060,137.79,2,6,2009,779.9620766,1676
5675,11060,138.49,2,3,2009,765.7621873,1679
5677,11050,136.56,2,7,2009,795.3848607,1648
5678,11070,142.53,2,4,2009,782.1116864,1652
5679,11050,137.97,2,6,2009,760.0772168,1717
5681,11060,137.79,2,5,2009,745.8195577,1515
5682,11050,142.46,2,2,2009,733.1978525,1515
5685,10950,136.05,2,7,2009,659.2235391,1486
5689,12420,138.3,2,7,2010,576.1990485,1500
5690,11180,137,2,1,2010,561.618643,1496
5695,6250,102.54,1,3,2009,4669.76413,3242
5696,6510,85.61,1,5,2009,4757.419468,3617
5698,6930,87.64,1,4,2009,4791.533184,3590
5700,6930,76.84,1,5,2009,4762.157193,3610
5701,7190,76.84,1,3,2009,4759.386858,3612
5702,7350,76.84,1,1,2010,4772.959283,3601
5703,7130,102.54,1,1,2010,4746.47202,3620
5704,7150,87.64,1,6,2010,4733.05456,3290
5706,8460,100,1,10,2009,2065.731171,2232
5708,7020,73.13,1,4,1990,3551.448773,2443
5709,6460,59.68,1,2,1992,3497.725521,2478
5710,6780,135,2,6,2004,3468.956191,2507
5711,6850,52,1,6,1994,423.2405407,1430
5712,7570,80,1,4,1999,390.3101338,1432
5716,6430,72,1,9,2010,2223.295791,2046
5718,7940,62.92,1,2,2000,880.7062889,1701
5719,7960,82,1,1,2001,891.7482743,1647
5720,7420,64.34,1,3,1998,1324.49639,1727
5721,7930,78,1,2,2000,1336.641123,1816
5722,11530,128,2,3,2010,2832.163485,2382
5726,8660,119.8,1,3,2000,251.8886585,1028
5728,7150,53,1,5,1993,1295.21123,1684
5729,7460,64,1,6,1997,1277.101284,1664
5733,4470,44,1,4,1985,4492.154879,4588
5734,4210,85,1,1,2005,4811.685468,5281
5736,7930,53,1,5,1998,488.6450029,1232
5737,8320,54.01,1,4,1998,467.2881948,1237
5738,8640,120,1,2,2004,519.2669674,1580
5741,9150,105,1,1,2004,1194.31635,1940
5743,7520,90,1,2,2005,1187.37796,1949
5749,5030,130,2,6,2005,5299.576454,4846
5751,5090,82,1,5,2006,5099.272409,4710
5756,9190,131.26,2,5,2009,661.3299019,3156
5757,9020,132.01,2,2,2009,697.1973821,3146
5759,9030,90.87,1,3,2009,767.2390427,3143
5762,9030,142.77,2,4,2009,644.9200114,2056
5763,9020,131.13,2,2,2009,614.4746813,2057
5764,9170,142.72,2,5,2009,667.1229043,2067
5766,9240,119.11,2,5,2009,750.9268956,2086
5768,9020,142.78,2,5,2009,699.1601509,2043
5769,9020,132.34,2,4,2009,712.3463574,2047
5770,9020,121.77,2,5,2009,730.1839279,2053
5771,9030,91.81,1,2,2009,754.4097549,2063
5777,9270,117.92,2,1,2010,685.9652615,3123
5780,9460,131.57,2,6,2010,827.0486564,3064
5781,9510,166.29,2,1,2010,844.290151,3071
5782,9460,143.5,2,5,2010,890.4922751,3122
5785,9320,140.08,2,4,2010,890.7339079,3127
5787,9450,141.77,2,3,2010,881.0053316,3081
5789,9450,139.37,2,1,2010,830.5415967,3043
5793,7700,100.93,1,7,2008,761.6422097,2265
5794,7610,100.93,1,6,2008,773.313166,2274
5797,7880,78.32,1,9,2008,712.4744635,2247
5799,7970,82.25,1,7,2008,777.9722593,2030
5800,7880,82.25,1,5,2008,760.9995084,2283
5801,8220,78.32,1,11,2008,722.9109757,2218
5804,6640,118.65,2,5,2008,765.2557091,2257
5805,7870,93.57,1,8,2008,778.7645177,2022
5806,7870,93.57,1,6,2008,793.0121864,2021
5808,7870,107.75,1,7,2009,794.2639818,2297
5814,6580,81.43,1,1,2010,4823.944406,3914
5817,8840,64.38,1,3,1992,652.0036956,979
5818,7890,62,1,2,1998,676.8286844,957
5819,8830,40.2,1,3,1995,584.0322688,1020
5822,6540,101.63,2,6,2006,7734.333954,3567
5826,7530,67,1,3,1990,508.2776104,1044
5828,10440,108,1,11,2001,485.9130726,1056
5829,8060,66,1,4,1988,1071.343307,931
5830,8330,75.13,1,4,1999,1061.68954,934
5835,6680,103,1,1,2004,1651.957908,1746
5839,5840,48,1,2,2007,2056.462648,1831
5840,4600,108,1,2,2008,2023.792463,1805
5841,6100,105,1,3,2008,1988.89721,1829
5843,10960,128.75,2,2,2005,601.6574424,1551
5844,10050,99.33,1,2,2006,601.0369333,1532
5846,9670,113.11,1,2,2003,351.6869113,901
5851,8070,74,1,3,2005,240.8798616,855
5856,7830,107.28,1,7,2000,628.398416,1151
5857,8090,65.08,1,1,1997,642.937948,1143
5863,7370,152,1,10,2002,869.5547004,981
5865,5830,104,1,3,2009,1339.166541,2315
5869,8600,106,1,16,2005,627.2571913,902
5871,9290,88.08,1,3,2006,269.759389,870
5872,9290,110,1,9,2006,266.7271028,867
5874,5960,93.97,1,1,2000,1514.498836,1593
5877,4340,101,1,2,2007,2021.792044,2436
5878,4740,100,1,4,2008,2013.947078,2458
5882,8840,73,1,3,2003,1033.533622,1318
5886,4510,56,1,10,2009,3853.652314,2084
5887,4890,96.38,1,2,2005,3867.61535,2065
5889,10060,133.32,2,1,2009,1352.6985,1197
5890,10600,136,2,2,2010,1376.939934,1214
5892,7120,280,2,6,2002,1230.201039,1135
5894,10000,98,1,4,2004,1212.87696,1128
5896,7730,180,3,6,2005,1102.714347,1568
5899,9520,53.51,1,6,2009,1503.260128,1165
5902,4860,42,1,4,1990,730.0561579,1978
5903,8950,56,1,6,1989,518.5892001,983
5905,8350,92,1,1,2000,497.3916337,978
5907,8400,140,2,3,2010,8880.981976,4675
5909,8420,130,2,4,2010,8833.669531,4694
5915,9430,125,2,3,2006,1081.558467,1094
5918,6530,55,1,5,2003,1159.955474,1529
5919,7630,72,1,2,2004,1137.868324,1551
5920,7140,78,1,3,2007,1158.674025,1566
5921,7630,54,1,2,1988,388.8200027,1409
5922,7700,75,1,2,1990,405.5011218,1423
5923,8050,62,1,2,1990,359.3251245,1448
5930,9690,117.68,1,3,2009,627.5861929,1097
5932,6900,82.91,1,2,2007,594.6738459,1113
5933,7050,82.91,1,10,2007,602.4528772,1106
5935,6260,113.54,2,3,2007,627.4240908,1062
5937,6720,113.54,2,14,2007,667.4362966,1068
5938,6930,106.23,1,3,2007,680.5936028,1106
5940,7220,115.48,2,5,2007,694.40969,1107
5943,8550,157.41,2,18,2008,227.5376067,1036
5944,8590,157.41,2,18,2008,204.1459491,1019
5945,8590,157.41,2,18,2008,154.6853412,984
5949,7280,88.34,1,10,2008,309.4353745,1095
5950,7510,88.34,1,16,2008,308.2666144,1094
5952,7130,109.54,1,7,2008,275.8957492,1071
5957,7460,83.4,1,5,2008,139.6018887,973
5958,7520,108.42,1,15,2008,122.3011973,961
5959,10300,196.9,3,17,2009,401.660562,1228
5962,9200,163.94,3,18,2009,424.0447218,1183
5963,9200,163.94,3,18,2009,410.3961487,1192
5966,11050,127.44,1,5,2009,312.2725779,1097
5967,7820,141.02,2,16,2009,373.0881677,1141
5968,7380,126.45,2,14,2009,375.0015897,1333
5972,7250,119.46,2,2,2009,379.8885309,1278
5973,7900,90.66,1,11,2009,393.0679164,1286
5976,7960,90.66,1,15,2009,419.4620158,1182
5977,7640,90.73,1,6,2009,428.1117094,1178
5979,7560,90.72,1,3,2009,337.9508353,1277
5980,8030,119.45,2,15,2009,342.662967,1280
5984,11050,142.12,2,2,2009,309.7711725,1095
5986,10530,87.81,1,5,2010,248.1135566,1051
5987,10270,156.72,2,18,2010,260.6726141,1060
5988,10340,157.32,2,19,2010,184.8362934,1006
5992,9110,110,1,15,2010,530.3693805,1079
5993,10250,146.18,2,15,2006,445.0788226,1215
5998,10680,120,2,2,2008,1061.461613,1667
6000,10180,78,1,2,2010,1073.586845,1567
6001,9650,81.23,2,4,2003,747.9861081,957
6003,7770,39,1,5,2003,727.8434544,945
6004,9650,99,1,5,2000,1512.41088,1360
6006,9720,102,1,3,2002,1519.3416,1341
6007,10890,37,1,11,2008,1658.828839,1641
6013,7320,145,1,1,2007,372.1784409,1260
6014,8480,76,1,3,2007,352.0572385,1246
6016,6600,68.05,1,4,2010,928.603884,1815
6019,4770,74,1,1,2003,1381.98669,2157
6021,4150,97,1,3,2006,1417.114134,2183
6022,7740,78,1,2,2000,391.4500181,1060
6023,9970,76,1,5,2002,397.893478,1059
6024,9280,93,1,4,2002,375.9425915,1074
6025,7740,78,1,2,1998,679.0747528,1044
6028,9220,142,2,2,2005,993.3080344,1184
6029,9030,121,2,16,2005,994.0826508,1191
6030,9460,121,2,5,2006,990.3803013,1192
6033,5250,55.7,1,5,1996,10283.92877,4820
6034,6330,54,1,5,1990,1343.726876,1991
6035,6580,53,1,1,1993,1360.826868,1996
6039,7960,62.85,1,5,2009,476.9694947,1606
6041,5930,130,2,5,2004,1113.860879,1791
6042,5200,94,1,5,2005,1118.926633,1707
6044,6530,78,1,3,2003,1130.071267,1711
6047,8810,76.32,2,13,2009,211.7953272,828
6049,7560,46,1,3,1980,851.7597539,1108
6052,7450,45,1,1,1985,636.6186421,910
6054,7500,49,1,6,1990,642.4636643,903
6055,8440,64,1,1,1990,346.1731656,772
6056,8510,98,1,3,2000,361.9344356,784
6057,7960,130,2,2,2001,359.5480118,779
6062,4810,87,1,14,2010,1443.957334,2282
6069,9000,125,2,3,2002,516.3981139,838
6072,9360,90,1,5,2006,508.4004435,848
6075,4160,109,1,5,2003,2046.524589,2251
6080,8230,118.29,1,10,2009,1843.312913,1643
6084,8240,88.89,1,14,2009,1985.975095,1585
6088,6690,89.22,1,8,2009,1856.89813,1656
6089,6780,89.22,1,13,2009,2014.112624,1783
6090,9650,73.73,2,7,2009,1860.372567,1654
6094,10300,71.71,2,3,2010,1893.472385,1525
6100,9240,89.2,1,16,2009,1896.437407,1573
6103,9240,89.2,1,16,2009,1896.903109,1568
6104,4820,78.8,1,2,2005,1309.033347,2330
6105,10630,51.21,1,2,2009,530.4050124,1106
6106,10490,51.54,1,11,2009,535.3920928,1106
6107,9920,49,1,5,2009,525.1328289,905
6108,9060,51.8,1,10,2010,541.4610587,916
6110,8280,59,1,1,1988,518.6139522,1476
6111,7710,62,1,6,1990,530.3173426,1478
6113,4060,120,1,6,2010,10757.14818,4492
6119,10680,126.69,2,7,2009,1038.465061,1147
6120,10970,126.69,2,15,2009,1007.770993,1171
6121,10730,80.66,2,17,2009,1081.387337,1210
6122,10890,96.78,1,13,2007,1028.002661,1178
6123,10380,111.9,1,25,2008,1035.192564,1173
6125,10370,112,1,25,2008,513.2303607,959
6126,9770,135,2,3,2008,536.9140747,959
6127,10230,90,1,10,2009,518.7498306,944
6132,8930,54,1,6,2000,422.6135786,1092
6135,4110,170,2,7,2009,2306.652817,1856
6136,7930,53,1,3,1986,874.4163999,1194
6137,9190,96,1,2,2004,889.4243154,1199
6138,9940,111.17,2,6,2005,884.7860243,1202
6142,7710,75,1,2,1995,1019.638889,1297
6145,7510,75.49,1,6,2002,232.7581522,764
6146,7590,78,1,7,1996,227.0945005,769
6147,7960,88,1,4,1997,238.0518158,760
6148,8260,63,1,3,1988,886.579131,1132
6151,7630,45.8,1,6,1985,890.6615111,1132
6153,7990,60,1,2,1990,1131.122187,1254
6155,7830,60,1,4,1990,1126.664406,1249
6157,7750,49,1,4,2000,1496.512821,1440
6158,8140,60.65,1,2,2001,1478.259654,1432
6164,8880,159.4,2,1,2006,1079.542431,1380
6165,9540,92,1,9,2006,1071.608194,1390
6166,10000,98,1,7,2003,593.2997215,1005
6169,5350,77.3,1,3,2007,1269.652241,1932
6170,5290,86.19,1,21,2008,290.9358644,1673
6177,9870,80,1,3,2009,1701.228568,1233
6179,7520,51.6,1,2,1993,1108.029422,1163
6180,7370,65,1,5,1998,1098.20315,1177
6184,7250,54,1,5,1986,742.3938095,1571
6185,7060,66,1,6,1988,730.7689514,1575
6186,8140,42,1,2,1990,754.5838037,1558
6188,7800,58,1,5,1989,2525.936982,1361
6189,7020,73,1,7,1994,2502.684935,1378
6192,7490,38,1,4,1995,4071.616814,1561
6197,9960,140,2,2,2002,4041.608298,1609
6198,9360,109,1,6,2003,4059.299958,1615
6200,12510,120.81,2,21,2004,4602.262192,1602
6202,9010,97,1,20,2005,4150.106946,1597
6203,6740,56,1,7,1996,3735.598835,1627
6204,7690,40,1,7,1996,3722.279082,1644
6206,6720,67.8,1,5,1979,4263.042725,1978
6207,7310,61,1,6,2000,4251.386136,1979
6208,7470,56,1,2,2004,4250.778794,1988
6209,6830,130,2,6,2005,3933.188837,1932
6210,7140,96.3,1,1,2005,3920.003945,1918
6211,7480,130,2,6,2007,3944.869651,1933
6213,7900,43.2,1,6,1999,1010.545132,1105
6214,8800,44,1,2,2000,1032.580107,1096
6216,7530,129.85,2,3,2009,586.3161036,1212
6217,8400,108.48,1,8,2009,587.9621481,1212
6219,8410,102.43,1,8,2009,611.7248801,1228
6220,8090,134.07,2,2,2009,595.2672633,1216
6221,8360,96.68,1,8,2009,595.1784584,1218
6223,8310,73,1,3,1995,3469.431454,1401
6224,7900,61,1,6,1995,3460.136899,1404
6225,8350,72.47,1,4,1996,3456.125622,1412
6226,7810,57,1,3,1997,3137.823684,1361
6228,7590,78,1,2,1998,3115.901815,1360
6229,8390,66,1,5,1998,3515.4067,1410
6235,17920,310.58,2,24,2009,4820.035792,1516
6237,11580,146.32,2,7,2009,3834.265571,1444
6238,10250,138.73,2,1,2009,3839.160954,1437
6241,14240,180.06,2,2,2009,3869.369734,1434
6243,11810,121.99,1,11,2009,3841.118703,1454
6244,10710,169.15,2,1,2009,3829.540282,1460
6247,7700,61,1,3,1985,3155.668726,1191
6249,7860,67.5,1,4,1998,3133.131706,1172
6250,7180,65,1,2,1985,4130.045149,1624
6253,7480,52.03,1,5,1990,639.1418795,1156
6254,7610,47,1,1,1992,644.3146844,1145
6255,8520,88,1,3,2003,656.904159,1155
6256,7020,50,1,1,1985,228.163895,1027
6257,7230,77,1,5,1985,242.5575646,1019
6264,8520,88,1,3,2003,521.464742,1165
6266,8410,62,1,1,1984,533.0405501,1177
6270,8000,55,1,1,2005,481.258595,1135
6275,7620,108.3,1,2,1998,1083.9923,1099
6276,9480,132.66,2,1,2003,1098.074677,1075
6283,7560,41,1,2,1999,4041.371648,1597
6284,14270,290.34,2,1,2006,3813.662379,1339
6286,19110,157.64,3,4,2007,3788.031429,1429
6287,17350,207.25,3,4,2007,3806.535842,1403
6291,11220,191.79,2,3,2007,3846.264643,1536
6294,15600,115.58,1,3,2007,3804.62978,1458
6296,14660,195.83,2,2,2007,3803.122715,1447
6297,15690,133.62,2,3,2007,3844.049064,1550
6300,13780,195.12,2,2,2008,3842.120792,1410
6302,18350,184,3,2,2009,3730.361366,1410
6304,18440,184,3,2,2009,3750.545235,1356
6305,14570,290,3,1,2008,3776.507795,1333
6306,15120,196,3,2,2009,3771.832378,1341
6310,7480,91,1,4,1995,2179.29081,1219
6312,7030,63,1,2,1986,2567.620639,1236
6313,6280,50,1,4,1990,2541.298498,1219
6316,6870,66,1,3,1986,3190.034176,1181
6317,6790,64,1,3,1986,2399.827431,2014
6319,6900,44,1,6,1989,2412.66561,2005
