ID,HPRICE1,HSIZE,HNBATHR,HFLOOR,BUILDY,D_PMSP,D_PCBD
2208,6700,57,1,3,1998,9552.213339,4365
2210,4380,130.12,1,5,2007,10198.16374,4016
2211,4240,130.46,1,6,2007,10208.89808,3994
2212,4450,102.24,1,3,2007,10199.05798,3990
2214,4250,137.63,2,6,2007,10272.83724,4045
2215,4320,137.63,2,3,2007,10259.50885,4043
2216,4210,137.46,2,6,2007,10234.82685,4017
2217,4300,137.46,2,5,2007,10224.74133,4014
2218,4240,137.47,2,6,2007,10298.55358,4067
2219,4240,137.47,2,6,2007,10291.38289,4066
2222,5790,80.01,1,4,2009,10208.06396,3979
2223,5680,91.75,1,6,2009,10216.60508,3975
2227,6710,76,1,4,2000,10509.29445,4205
2232,4900,189,2,6,2006,11186.40181,4466
2233,7160,95,1,5,2005,11022.95262,4509
2234,7150,98,1,2,2006,10978.5155,4538
2235,6440,135,1,6,2006,10993.80322,4541
2237,4170,300,3,11,2006,11029.33602,3441
2238,6330,78,1,8,2008,11076.84686,3452
2239,9100,67,1,4,1990,10417.43893,4232
2240,6000,78.5,1,7,1998,10397.27142,4240
2241,5880,88.09,1,10,2007,10295.0431,4229
2242,5620,130.78,2,1,2007,10280.66898,4229
2243,5890,128.48,2,10,2007,10341.92284,4268
2246,5650,90.05,1,1,2007,10380.52103,4316
2249,6560,117.75,1,17,2008,10483.10679,4331
2250,6460,120.59,1,1,2008,10470.67744,4332
2252,6290,91.33,1,1,2008,10467.41369,4387
2253,6450,131.13,2,10,2008,10272.35087,4195
2255,6460,101,1,2,2007,10399.55378,4287
2261,6530,90,1,5,2009,6911.037199,2434
2262,6140,59.83,1,9,2007,6936.012814,2417
2263,5910,116.24,2,1,2007,6927.255312,2422
2265,6020,116.24,2,1,2007,6971.176567,2390
2272,6620,134.39,2,10,2007,6799.537452,2515
2276,6590,95.52,1,17,2007,7069.330523,2327
2277,6120,41.57,1,1,2007,7056.898156,2339
2278,6410,105.1,1,24,2009,6803.151697,2514
2279,6400,108.67,1,1,2009,6791.749082,2524
2280,6400,95.21,2,18,2009,6749.850799,3159
2283,6260,122.98,1,2,2007,10192.07638,4014
2284,6230,103.99,1,6,2007,10187.14453,3996
2285,6300,79.84,1,2,2007,10182.39767,3997
2289,6240,137.46,2,2,2007,10218.55175,4011
2290,6100,100.4,1,6,2007,10247.3473,4047
2292,6410,137.63,2,5,2007,10277.73756,4047
2297,6260,137.47,2,2,2007,10293.92967,4065
2298,6110,100.14,1,6,2007,10278.10538,4069
2299,6410,128.21,1,2,2007,10267.54427,4067
2300,6120,82.32,1,6,2007,10307.81087,4093
2301,6300,80.28,1,1,2007,10299.46793,4092
2305,6300,80.28,1,1,2007,10328.13283,4082
2306,6070,94.7,1,6,2007,10349.95108,4083
2307,6280,104.08,1,1,2007,10339.89329,4079
2310,6230,95,1,6,2007,10202.71526,4050
2311,4300,135.63,2,6,2008,10217.44946,4926
2312,4290,135.63,2,6,2008,10196.82496,4939
2313,4270,140.17,2,6,2009,10313.35605,4861
2314,4270,140.17,2,6,2009,10292.14038,4876
2320,5050,78.87,1,1,2009,10196.00965,4910
2321,5400,116.03,1,6,2009,10151.17118,4944
2323,5290,106.29,1,6,2009,10304.10712,4867
2324,4930,82.62,1,1,2009,10279.64574,4881
2325,5510,82,1,3,2009,10223.42125,4905
2326,5620,97,1,9,2009,10227.17282,4871
2328,5770,91,1,14,2005,14981.61828,6281
2332,5790,88.84,1,2,2007,8650.667505,3197
2336,6680,80.89,1,2,2007,8526.809555,3104
2338,6830,120.24,2,1,2007,8605.789015,3151
2344,6810,119.55,2,1,2009,8573.870775,3131
2345,6870,107.05,1,5,2009,8500.908087,3077
2346,6840,120.06,2,1,2009,8489.987566,3068
2347,6800,110.44,1,6,2009,8519.676285,3088
2350,6830,119.73,2,1,2009,8534.538332,3100
2351,6470,164.33,2,6,2009,8486.281473,3064
2352,6990,120.32,2,1,2009,8475.576145,3057
2353,6720,164.33,2,6,2009,8505.587342,3082
2354,6830,120.32,2,1,2009,8493.053632,3075
2355,7930,100.43,1,5,2010,8542.844327,3123
2357,7840,110.87,1,5,2010,8492.543049,3078
2358,7900,80.69,1,2,2010,8479.428225,3066
2359,7870,97.33,1,5,2010,8457.811974,3046
2360,7890,80.34,1,2,2010,8444.373623,3035
2362,6780,110.68,1,6,2007,8599.52467,3156
2363,6680,97.5,1,10,2007,8597.365893,3147
2364,6530,42,1,18,2009,7996.038718,2603
2365,6460,43,1,8,2010,7987.574935,2594
2367,5960,125.3,1,1,1998,10322.76291,4163
2368,6460,92.21,1,5,2005,7680.958565,2540
2371,6920,123,1,9,2004,7734.941796,2680
2373,6980,82.29,1,13,2007,7719.098058,2617
2375,5710,130,2,2,2009,10719.83787,3608
2377,7020,50,1,15,2008,7525.863455,2430
2380,6490,115.54,2,4,2000,10237.96868,4287
2381,7150,67,1,5,2000,10251.10343,4273
2383,7650,86,1,2,2003,10803.68607,4186
2384,7060,103,1,2,2004,10810.72035,4160
2385,7050,88,1,5,2008,10755.99915,4155
2387,6310,75,1,6,2010,8348.067661,3708
2389,1850,110.97,2,15,2008,7315.936397,2812
2392,4530,109.88,2,1,2008,7267.785219,2864
2394,5900,91.49,1,3,2008,7306.373716,2805
2396,2720,90.6,1,2,2008,7268.265127,2865
2398,6270,126.3,2,10,2007,7399.538862,2700
2399,5810,69.15,1,14,2010,7297.731131,2756
2402,6070,117.88,1,10,2008,7310.064013,2749
2404,4660,153.23,2,11,2008,7296.842837,2741
2405,6710,154.07,2,11,2010,7336.928878,2773
2407,6070,125,2,3,2010,7398.042425,2742
2408,6330,82,1,10,2010,7351.896947,2720
2409,6990,92.06,1,15,2010,8433.627571,2724
2411,6990,113.22,2,17,2010,8476.565079,2775
2412,6990,113.22,2,3,2010,8462.045384,2787
2415,6560,106.7,2,10,2008,8378.979591,2798
2419,6830,118,1,1,2006,10164.26453,3924
2420,7220,86,1,4,2006,10146.55196,3904
2421,7600,87,1,1,2007,10167.68339,3918
2422,6630,143.08,2,7,2009,9973.590461,3903
2423,6450,146.16,2,1,2009,9968.261584,3854
2424,6450,145.25,2,1,2009,9986.996601,3866
2427,6590,143.08,2,11,2009,9980.623345,3898
2429,6470,147.51,2,10,2009,9974.643687,3849
2431,6570,145.25,2,11,2009,9994.069753,3861
2433,6610,136.36,2,11,2009,10009.11097,3876
2435,6430,91,1,3,2005,11496.09757,4605
2436,7340,98,1,3,2007,11496.48236,4597
2437,6790,128,1,8,2008,11470.37577,4589
2445,6210,99.91,1,5,2008,7824.275079,3320
2451,6170,99,1,2,2008,7842.747843,3453
2453,6330,73.4,1,3,2000,9429.560215,4018
2458,6480,55,1,11,2007,8782.95528,3153
2462,5850,79.28,1,2,2007,10705.56937,4501
2463,5760,92.7,1,8,2009,9946.51246,3817
2464,6420,70,1,2,2010,9929.428173,3846
2465,5810,87,1,9,2010,9898.700432,3860
2466,6470,92,1,5,2007,8322.471658,3082
2468,6600,61,1,5,2001,9309.618158,4010
2469,6050,117,1,5,2006,9312.282016,4017
2470,6290,87.07,1,1,2006,9270.87654,3774
2471,7640,126,2,5,2004,10367.611,4073
2478,4110,170,1,6,2005,10230.46998,3339
2480,6050,85,1,2,1995,6937.927985,3260
2482,4960,85,1,6,2003,6890.751403,3261
2483,6350,218.55,4,9,2005,6713.409091,2976
2484,6350,193.68,4,11,2005,6834.100154,2891
2488,6360,212.08,4,10,2005,6539.211929,3308
2491,6380,210.73,4,11,2005,6437.119704,3347
2493,6360,210.18,4,11,2005,6479.588935,3294
2497,6370,193.14,4,11,2005,6828.678444,3132
2498,6360,193.14,4,11,2005,6823.4234,3114
2500,6370,236.65,4,11,2005,6706.147097,3104
2503,6360,192.42,4,11,2005,6760.183299,3067
2510,6360,239.35,4,11,2005,6664.226288,3227
2513,6350,218.26,4,11,2005,6764.034774,3202
2514,6370,209.43,4,11,2005,6747.013031,3199
2516,6360,207.85,4,11,2005,6722.359364,3154
2517,6380,216.68,4,11,2005,6702.903981,3189
2520,6340,197.96,4,11,2005,6629.988613,3263
2525,6380,197.96,4,11,2005,6602.474508,3129
2526,6390,196.36,4,11,2005,6627.126277,3093
2527,6350,196.48,4,11,2005,6661.169512,3072
2528,6350,199.22,4,11,2005,6658.467941,3077
2530,7090,233.69,4,11,2005,6389.522986,3457
2531,7990,243.5,4,11,2005,6381.941102,3677
2533,7990,244.2,4,11,2005,6375.834307,3629
2534,7500,205.41,4,11,2005,6369.596261,3619
2537,6750,253.5,4,18,2005,6584.237543,3348
2539,7990,119.59,2,23,2006,6539.269703,3371
2541,7140,228.89,4,26,2006,6486.095392,3350
2542,6830,144.08,2,9,2007,7139.263095,3117
2543,6550,212.19,4,11,2007,7039.578659,3210
2544,4920,110.21,2,1,2007,7014.715308,3130
2547,4030,144,2,7,2007,6785.573393,3046
2550,7070,143,2,32,2007,6564.096942,3475
2551,7070,143,2,32,2007,6561.526553,3472
2552,5250,143,2,31,2007,6503.666139,3429
2553,6640,113.48,2,7,2007,6450.050637,3390
2554,4720,127.55,2,27,2008,6534.801593,3233
2555,4690,127.55,2,24,2008,6527.115735,3236
2559,6470,121.66,2,1,2008,6379.815717,3355
2567,7310,143.82,2,16,2008,6445.123983,3398
2572,6560,51,1,6,2008,6676.428324,3170
2573,5830,87.36,1,5,2005,8270.812201,3864
2575,4770,98,1,2,2010,8236.625143,3899
2576,9560,86.62,1,3,2010,9253.128752,3662
2577,9520,190.4,2,11,2010,9353.444751,3597
2580,7140,86.64,1,2,2010,9448.74124,3538
2581,9540,190.66,2,11,2010,9311.683036,3618
2584,9560,126.71,2,1,2010,9342.886139,3600
2585,7200,119.53,2,16,2010,9327.135197,3613
2586,9540,86.8,1,1,2010,9307.747108,3628
2587,9560,119.6,2,18,2010,9320.941284,3622
2588,9520,86.7,1,3,2010,9267.869815,3656
2590,9560,119.36,2,18,2010,9226.740236,3679
2591,7430,119.53,2,18,2010,9383.10016,3572
2595,7310,86.74,1,1,2010,9400.62889,3566
2598,7360,119.53,2,13,2010,9412.892412,3563
2600,7140,119.53,2,11,2010,9460.451518,3541
2601,9540,119.62,2,18,2010,9276.363381,3647
2603,7360,86.64,1,6,2010,9369.779696,3586
2605,5720,126.8,2,12,2006,9350.042918,3591
2608,6380,234.83,4,9,2005,6690.464076,2998
2610,6360,218.55,4,9,2005,6723.006131,2970
2611,6390,210.34,4,11,2005,6755.467019,2944
2613,6380,253.39,4,18,2005,6796.291457,2924
2614,6390,252.76,4,18,2005,6828.70591,2894
2617,6380,212.74,4,11,2005,6692.811749,2995
2619,6380,212.08,4,10,2005,6545.338939,3303
2620,6390,214.53,4,10,2005,6524.970718,3312
2621,6350,212.27,4,11,2005,6743.592902,2968
2622,6390,212.55,4,11,2005,6735.282334,2975
2624,6380,210.93,4,11,2005,6707.890886,3003
2630,6350,210.84,4,11,2005,6435.972028,3626
2636,6350,223.64,4,11,2005,6649.953544,3167
2638,6350,196.89,4,11,2005,6569.142277,3250
2642,5180,118.05,2,1,2007,7118.150095,3155
2644,5060,115.36,2,1,2007,7070.540647,3097
2648,4730,95.52,1,2,2007,7048.778961,3059
2652,4730,83.46,1,1,2007,7114.505978,3105
2655,5420,115.27,1,27,2007,7185.571002,3158
2656,4490,143.23,2,1,2007,7176.388617,3150
2657,5310,144.08,2,27,2007,7194.610066,3157
2658,4510,83.46,1,1,2007,7183.108616,3149
2659,5390,115.35,2,26,2007,7155.181144,3128
2661,5710,125.96,2,17,2007,7010.431633,3032
2667,5480,95.87,1,27,2007,7011.55337,3062
2668,5150,95.56,1,9,2007,6996.378527,3047
2672,4570,118.86,2,1,2007,7023.898191,3034
2678,6010,119.79,2,1,2007,6993.251288,3034
2680,6080,124.92,2,17,2007,6961.625303,3190
2681,6020,125.96,2,17,2007,6960.066987,3143
2682,5250,122.74,2,3,2007,6943.807753,3133
2683,6010,125.09,2,17,2007,6956.50371,3095
2686,5800,117.09,2,2,2007,6863.535939,3001
2689,5160,97.4,1,34,2007,6816.80173,3072
2690,4440,142.56,2,1,2007,6803.816837,3084
2691,6000,144,2,26,2007,6806.062591,3030
2693,6050,115.25,1,27,2007,6810.667755,3052
2694,6020,83.64,1,2,2007,6796.849787,3062
2697,5990,113.48,2,4,2007,6465.657685,3401
2699,6480,119.52,2,10,2008,6521.910377,3563
2702,5670,118.77,2,1,2008,6547.703247,3213
2703,5740,103.78,1,1,2008,6571.7825,3196
2704,5810,126.44,2,27,2008,6546.089307,3229
2705,4720,126.44,2,2,2008,6546.555979,3224
2707,6460,126.99,2,2,2008,6469.774318,3561
2708,5910,127.95,2,10,2008,6611.37307,3168
2709,5560,115.47,2,1,2008,6594.524537,3181
2711,5440,119.16,2,1,2008,6650.341992,3145
2712,12720,92.48,1,28,2008,6422.687919,3334
2713,12050,105.07,1,6,2008,6406.629677,3342
2715,12110,92.48,1,5,2008,6377.02513,3407
2716,6890,133.71,2,10,2008,6409.760175,3361
2717,6880,127.43,2,1,2008,6394.795354,3350
2718,6890,133.54,2,9,2008,6412.910019,3382
2719,6880,128.16,2,1,2008,6386.463888,3362
2721,7310,127.43,2,1,2008,6388.549259,3398
2722,7310,89.83,1,10,2008,6414.591665,3459
2723,7310,130.34,2,2,2008,6392.247069,3447
2724,7310,90.05,1,10,2008,6412.28643,3498
2725,8130,130,2,5,2008,6393.463746,3484
2726,7110,96.97,1,27,2008,6452.703654,3468
2727,6340,96.97,1,3,2008,6443.498337,3474
2728,5620,114.84,1,26,2008,6528.213754,3505
2732,6500,143.82,2,27,2008,6467.467633,3414
2734,6500,143.82,2,27,2008,6476.247186,3450
2735,5180,143.82,2,1,2008,6458.109064,3437
2738,5480,114.84,1,26,2008,6627.242239,3172
2739,5100,83.71,1,1,2008,6612.782803,3186
2740,5490,143.82,2,27,2008,6584.553098,3502
2741,6540,143.82,2,1,2008,6572.015215,3492
2745,4860,128.44,2,27,2008,6631.019838,3154
2746,6450,90,1,4,2007,6677.462634,3133
2749,4510,82.94,1,3,2009,17971.7531,8485
2751,4410,83.02,1,1,2009,17986.23131,8499
2755,4100,101.53,1,1,2010,18005.09513,8532
2758,4030,82.91,1,5,2010,18025.67696,8546
2761,4850,104.7,1,1,2010,18053.04824,8484
2765,4860,82.9,1,1,2010,18068.61956,8527
2766,4940,89.36,1,6,2009,13144.29504,5037
2768,4940,89.52,1,6,2009,13105.02025,4987
2769,5020,89.74,1,1,2009,13086.80248,4967
2772,4960,89.27,1,6,2009,13165.01853,5037
2773,4950,89.58,1,2,2009,13151.67596,5021
2775,4960,89.58,1,2,2009,13183.41618,5029
2779,4940,89.37,1,1,2009,13159.50447,4990
2780,4960,89.27,1,6,2009,13150.03165,4997
2783,4720,87.11,1,1,2009,13215.54301,5039
2784,4800,89.79,1,6,2009,13208.71506,5026
2785,4930,89.92,1,1,2009,13199.64474,5016
2786,4690,90.51,1,6,2009,13186.43473,5004
2787,4890,90.82,1,1,2009,13173.6135,4993
2788,5620,90.51,1,6,2009,13118.2533,4961
2789,5900,90.82,1,1,2009,13109.95755,4951
2790,5630,89.79,1,6,2009,13098.1594,4956
2792,5890,91,1,6,2007,13064.29267,4911
2793,5190,89,1,2,2008,13019.37484,4923
2796,5660,122.87,2,1,2009,12966.16801,4878
2799,4460,122,2,10,2005,12926.04772,4928
2801,5840,81,1,6,2008,12804.7803,4955
2802,6030,128.05,2,22,2010,7202.516067,2824
2803,5670,95.32,1,3,2010,7194.809262,2817
2804,5430,90.93,1,1,2009,7140.745016,2774
2805,5920,56.13,1,11,2009,7127.565482,2763
2806,5920,86.77,1,11,2009,7169.915109,2808
2807,4670,114.01,2,11,2009,7175.263417,2814
2809,5940,89.79,1,2,2009,7102.969623,2777
2810,4720,95.59,1,5,2009,7109.982078,2773
2811,5940,132.83,2,2,2009,7127.495183,2765
2814,4690,96.35,1,1,2009,7180.698597,2820
2815,5920,86.59,1,11,2009,7147.408589,2779
2817,4730,95.59,1,9,2009,7110.949494,2769
2819,5850,100.08,1,13,2010,7144.119892,2779
2828,6620,89,1,4,2000,10665.83031,4362
2829,6310,89,1,3,2005,10625.86887,4388
2830,5980,62,1,4,1993,7272.387275,3213
2831,4990,47,1,5,1998,7240.584384,3231
2832,5470,52,1,4,1999,7228.968428,3217
2835,5860,41,1,1,1976,6642.269939,3381
2837,5970,92,1,3,2006,14266.21825,4788
2839,3730,106,1,4,2008,14792.82845,5031
2840,6570,64,1,3,2000,9514.240036,3870
2845,5330,61,2,1,2009,9608.506931,3924
2846,5220,68,1,4,1995,7392.009545,3206
2847,4840,59,1,5,1999,7389.165436,3181
2850,5450,77,1,5,1993,6730.804629,3350
2851,6080,56.8,1,3,1997,6710.608571,3409
2852,6070,90,1,8,2006,10473.35424,3392
2858,5290,50,1,7,1995,6971.811335,3304
2860,6550,63,1,5,1998,6944.712485,3284
2861,5510,45,1,5,1990,7413.957829,3452
2862,5690,74,1,3,1998,7412.735049,3406
2864,6050,93,1,3,2000,9982.905728,4037
2865,6170,70,1,6,2002,9985.079673,4046
2867,5680,61,1,2,2000,10163.96284,4064
2868,5990,52,1,2,1997,7651.986835,3518
2869,6950,53,1,5,1999,7659.661822,3460
2870,5840,68,1,6,1999,7602.430306,3488
2872,5170,52,1,1,1998,6996.45663,3445
2873,5880,75.5,1,5,1998,6985.249763,3429
2875,5400,94.39,1,11,2007,10959.68379,4485
2876,6030,104,1,12,2008,10950.94249,4484
2877,6570,130,2,3,2000,9400.810176,4303
2878,6750,106,1,4,2003,9351.943676,4525
2879,6560,95,1,3,2003,9405.868236,4477
2880,5340,64,1,3,1996,6552.030998,2890
2882,5880,68.9,1,4,2000,6566.80241,2897
2883,5250,133.71,1,11,2009,11416.92615,4881
2886,5540,90.3,1,1,2008,11313.94013,4821
2887,5520,160.3,3,11,2008,11408.23621,4900
2890,5240,115.2,2,1,2009,11324.73258,4886
2891,5140,90.43,1,1,2009,11270.69547,4847
2892,5430,171.74,3,11,2008,11488.15263,4971
2894,5590,132.83,2,11,2008,11409.37895,4960
2896,5020,132.83,2,11,2008,11327.57322,4902
2899,5280,127.76,2,1,2008,11218.08656,4828
2900,5570,200.39,3,11,2009,11421.15113,4987
2901,5470,151.22,2,1,2009,11383.23824,4958
2902,5460,172.1,2,11,2009,11304.68095,4905
2903,5970,100.57,1,5,2008,11195.65856,4839
2906,6510,100.65,1,5,2009,11208.52644,4864
2908,6120,153.44,2,1,2008,11116.69326,4803
2910,5550,151.55,2,1,2008,11088.68394,4768
2912,6100,123.62,2,4,2009,11202.99059,4852
2913,5620,98.38,1,5,2009,11137.61193,4805
2914,5580,153.77,2,1,2009,11103.26353,4780
2916,5490,100.6,1,5,2009,11147.16383,4814
2917,5500,162.3,2,1,2009,11110.96197,4788
2921,5560,154.7,2,1,2009,11117.64232,4796
2923,5670,155.03,2,1,2009,11173.6317,4842
2927,5780,118,1,10,2005,15321.62217,6059
2931,6040,90,1,2,2006,14324.53601,4800
2932,5810,85,1,1,2006,8542.266385,3403
2934,6010,92,1,4,2009,8578.09391,3431
2935,5650,70,1,16,2005,14692.0268,5866
2937,6460,123,2,17,2006,14686.48956,5860
2938,3690,88,1,3,2006,15425.9222,8604
2939,3710,86,1,2,2008,15437.03063,8623
3042,6160,79,1,1,2004,9873.958496,3749
3047,6180,131.7,2,4,2006,10088.07652,3795
3048,6170,88.5,1,2,2006,10098.28145,3792
3050,6170,66,1,10,2008,11345.53003,3789
3051,5510,90,1,2,2008,11342.99708,3776
3056,6440,93,1,4,2005,9066.609846,3809
3058,5680,85,1,6,2010,9050.79854,3812
3059,6420,90,1,2,2006,7580.687164,2483
3060,7090,143,2,12,2010,7563.15317,2471
3063,4470,93.31,1,1,2009,10622.04732,3712
3065,3520,84.83,1,1,2004,10437.86631,3893
3071,6200,82,1,5,2008,8295.241001,3307
3072,6120,91,1,3,2009,8283.092611,3281
3074,5210,76,1,6,1999,9737.065652,3368
3076,4860,69.14,1,1,2008,7728.111081,2693
3078,5220,74.32,1,15,2008,7780.861988,2719
3080,5240,68.74,1,15,2008,7840.38752,2746
3085,4850,102.64,1,1,2008,7669.633291,2569
3086,4940,87.29,1,11,2008,7767.872256,2638
3093,4980,88.94,1,1,2008,7823.399694,2678
3094,4970,90.01,1,18,2008,7927.315965,2813
3095,4870,88.94,1,1,2008,7918.487829,2805
3097,5050,102.64,1,1,2008,7768.11685,2625
3099,5620,89.4,1,3,2009,7860.136562,2691
3100,5540,89.4,1,18,2009,7976.339093,3068
3101,5540,89.4,1,3,2009,7951.472578,3088
3103,5480,75.16,1,3,2009,7607.922779,2555
3104,5100,102.68,2,24,2009,7581.163471,2491
3107,5830,77,1,11,2010,7789.802896,2646
3109,6170,91,1,3,2002,10333.79283,4182
3111,5530,80,1,5,2008,9185.846591,5144
3113,6990,120,1,4,2004,10689.3387,4069
3115,5420,33,1,1,2005,9707.749972,4509
3116,6450,86.5,1,3,2008,9729.180788,4494
3121,6520,89,1,12,2007,8102.443643,2605
3122,6310,89,1,10,2008,8121.650236,2629
3123,6000,91,1,2,2006,8000.584041,3470
3125,4850,136,1,6,2006,7931.559013,3136
3126,4990,139.93,2,11,2007,7749.365171,3003
3127,4780,90.05,1,1,2007,7682.238509,2958
3129,6100,112,1,15,2009,7825.592446,3030
3130,5970,116,2,1,2009,7810.723781,3033
3134,6110,101.8,2,1,2007,9625.45462,3875
3135,6480,112.47,1,3,2008,10618.85857,4073
3136,4180,125,1,6,2006,14196.83214,5064
3137,5320,68,1,5,2009,14241.34304,5039
3138,4050,113,2,6,2009,14193.82354,5068
3140,6130,90.71,1,3,2007,10010.4229,4172
3141,6110,77.8,1,6,2007,9962.480023,4156
3142,5810,156.54,2,6,2005,7829.285465,2569
3143,6990,91.52,1,4,2005,7838.397747,2574
3144,5870,128,1,6,2007,7846.185469,2571
3145,6530,93.4,1,2,2000,9591.502814,4379
3146,6680,82.67,1,4,2003,9594.306925,4369
3148,4600,71.96,1,9,2007,8775.139678,3214
3149,4530,82,1,1,2007,8773.561661,3216
3150,6020,82,1,8,2007,8769.968676,3217
3152,6050,116.56,2,4,2007,9015.757659,3625
3156,6330,90.64,1,5,2007,9055.230578,3667
3158,6530,120.89,2,4,2007,8973.492355,3658
3162,7020,119.9,2,4,2008,8884.78651,3221
3164,6310,115.56,2,5,2008,8886.005805,3233
3166,6670,80.93,1,5,2008,8924.282761,3262
3176,7160,76.02,1,5,2009,9082.579475,3700
3182,9540,51.86,1,5,2009,9076.228827,3740
3183,9560,116.08,2,1,2009,9029.93367,3724
3184,9520,76.02,1,5,2009,9082.094848,3737
3186,9560,132.53,2,5,2009,8966.457648,3737
3188,9530,148.21,2,5,2009,9020.471418,3701
3192,9530,132.53,2,5,2009,9061.009231,3727
3193,9520,113.84,2,1,2009,9066.370086,3727
3194,9550,132.91,2,5,2009,9045.64169,3744
3195,9530,148.44,2,1,2009,9053.636532,3740
3201,6070,177.17,2,5,2008,11606.99247,4853
3203,6180,170.65,2,5,2008,11592.38248,4852
3206,6280,94.18,1,1,2008,11582.08951,4678
3207,6180,171.96,2,5,2008,11554.42928,4656
3208,6280,86.74,1,1,2008,11566.45789,4662
3210,6470,94.2,1,1,2008,11644.30594,4849
3211,6710,54.12,1,10,2010,11707.34956,4807
3216,6180,170.92,3,5,2007,11681.19248,4857
3219,6340,104.93,1,1,2007,11745.04711,4796
3224,6180,176.43,3,5,2007,11747.87875,4813
3228,6050,176.4,3,5,2007,11786.74422,4751
3230,6290,168.84,2,5,2007,11664.17064,4851
3232,4860,212,3,6,2005,11746.92526,4733
3234,6020,164,2,5,2009,11735.89392,4740
3235,5280,134.17,2,11,2009,11286.42021,4859
3236,7090,169.97,4,10,2008,9840.309489,3181
3238,7440,130.87,2,10,2008,9806.615016,3201
3240,7310,128.57,2,10,2009,9811.871803,3067
3241,7110,122.56,2,10,2009,9799.54716,3053
3242,7310,128.26,2,11,2009,9767.661475,3059
3243,7190,122.27,2,1,2009,9764.463154,3054
3244,5320,59.5,1,5,1988,9811.828276,3208
3246,6820,88.78,1,8,2008,9801.587445,3215
3248,5930,40,1,3,2002,10151.53715,3167
3250,6600,83.15,1,2,2007,10691.16892,3542
3252,5010,142,1,9,2008,10678.37627,3548
3255,5570,81.91,1,6,2009,10750.74269,3471
3256,5570,90.72,1,1,2009,10794.41697,3447
3257,5270,109.11,1,2,2009,10803.59767,3442
3258,6290,66.8,1,11,2009,10808.96198,3468
3260,6290,118.95,1,11,2009,10721.30877,3548
3266,6280,87.05,1,11,2010,10854.78881,3442
3268,5910,82.88,1,11,2010,10854.50505,3432
3269,6280,89.57,1,1,2010,10849.29668,3435
3273,6250,85.4,1,6,2010,10792.18086,3391
3274,8430,108.52,1,11,2009,11674.66465,4974
3275,6740,112.45,1,1,2009,11667.69954,4980
3277,6740,117.19,2,1,2009,11674.86229,4984
3278,8270,97.23,1,11,2009,11710.81582,4982
3280,8860,126.11,2,11,2009,11671.25466,5001
3283,6730,112.73,1,1,2009,11686.87941,5011
3287,4070,93.18,1,3,2007,8160.929408,3905
3290,4930,89.32,1,9,2007,7937.159384,3910
3292,4890,93.68,1,10,2007,7993.566176,3950
3293,4780,93.15,1,2,2007,8003.743189,3957
3296,5050,67.42,1,10,2007,7933.070595,3582
3304,5590,59.64,1,2,2007,8325.804916,3786
3307,6170,108.33,1,5,2008,8375.707758,3750
3308,6060,86.35,1,1,2008,8395.460494,3736
3309,6210,127.88,2,5,2008,8397.251351,3736
3312,6130,86.5,1,1,2008,8447.109299,3699
3316,6390,84.36,1,3,2008,8488.776834,3669
3318,6190,83.65,1,2,2008,8444.328298,3709
3319,6390,86.18,1,5,2008,8472.330754,3684
3323,6150,84.28,1,5,2008,8535.888459,3636
3324,6160,85.79,1,1,2008,8549.086513,3626
3325,6160,86.63,1,5,2008,8593.982322,3595
3327,6150,107.16,1,5,2008,8567.202328,3618
3329,6160,86.77,1,4,2008,8627.843851,3576
3330,6150,86.77,1,1,2008,8615.177855,3587
3332,6150,86.4,1,1,2008,8582.713441,3618
3333,5980,203.86,4,11,2005,7946.527415,3544
3336,8460,63.4,1,18,2009,8356.521276,3768
3337,8460,63.4,1,15,2009,8352.312395,3772
3338,7110,70.31,1,18,2009,8378.418313,3357
3339,6820,63.4,1,14,2009,8365.795926,3363
3340,5760,160.76,2,6,2009,8461.185466,3295
3344,5770,187.54,2,6,2009,8489.974688,3269
3346,5760,168.56,2,6,2009,8528.254168,3241
3347,5760,127.85,2,1,2009,8507.979461,3251
3348,5770,136.64,2,6,2009,8557.577414,3216
3349,5770,84.26,1,1,2009,8547.816914,3221
3351,5500,135.79,1,1,2009,8284.69522,3820
3352,6300,167.51,2,1,2009,8116.373085,3346
3353,6060,100.58,1,1,2009,8108.84896,3351
3354,6490,80.68,1,18,2009,8349.731677,3378
3355,6070,63.4,1,1,2009,8347.585751,3377
3358,5910,129,2,10,2007,8113.006288,3314
3359,6440,62,1,12,2008,8118.822611,3316
3361,5790,83,1,4,1992,8067.482038,3990
3367,5070,75.56,1,5,2009,13750.85819,4882
3368,6630,83.42,1,10,2010,13764.54906,4896
3370,6630,132.35,2,10,2010,13800.28629,4915
3377,5870,121.34,1,25,2009,8026.312717,3061
3378,5940,121.34,1,4,2009,8036.710941,3051
3380,6280,88.98,1,2,2009,7957.331566,2758
3381,5900,121.34,1,25,2009,8077.900612,3048
3384,6640,118.5,1,23,2009,8002.531311,3126
3385,6710,94.74,1,9,2009,8123.026572,3036
3386,6270,121.34,1,17,2009,8116.628381,3042
3389,6460,87.88,1,8,2009,8076.544098,3102
3391,6310,138.29,2,10,2009,8151.262044,3028
3394,5710,88.39,1,18,2009,8043.830958,3045
3395,5520,100.49,1,2,2009,7971.070416,3119
3396,5860,110.61,1,18,2009,7962.694327,3127
