ID,HPRICE1,HSIZE,HNBATHR,HFLOOR,BUILDY,RILAK,NSCDIS,NPARK,URSUB,D_PMSP,D_PCBD,D_PRAILS
1834,5110,111.26,2,6,2010,0,0,0,0,25167.1813,9508,8537.455
1837,5110,131.53,2,2,2010,0,0,0,2,25181.83174,9596,8625.381
1839,5110,103.72,1,3,2010,0,0,0,0,25216.11767,9554,8583.296
1844,5650,115.17,1,11,2007,0,0,0,2,6802.818456,3506,2535.142
1848,5570,93.77,1,8,2007,0,0,0,0,6750.759826,3539,2568.013
1849,5480,93.77,1,2,2007,0,0,0,0,6762.119282,3528,2557.427
1853,5260,95.27,1,2,2007,0,0,0,0,6897.15062,3625,2654.396
1854,5480,95.29,1,10,2007,0,0,0,0,6937.423718,3609,2638.262
1857,5260,95.24,1,2,2007,0,0,0,0,6995.514474,3583,2612.81
1859,5630,136.07,2,1,2007,0,0,0,0,6875.122373,3502,2531.736
1860,5700,117.94,2,11,2007,0,0,0,2,6786.662294,3548,2577.753
1863,5510,92.71,1,1,2007,0,0,0,0,6932.812549,3476,2505.985
1864,5690,92.73,1,10,2007,0,0,0,2,6792.60579,3588,2617.165
1865,5500,93.08,1,2,2007,0,0,0,0,6804.627726,3581,2610.132
1866,5830,121.62,2,10,2007,0,0,0,2,6859.240536,3558,2587.891
1867,5700,122.51,2,2,2007,0,0,0,0,6868.195404,3552,2581.691
1869,5500,122.92,2,2,2007,0,0,0,0,6947.743375,3511,2540.366
1870,5690,117.98,2,11,2007,0,0,0,0,6810.212551,3618,2647.304
1871,5500,122.05,2,2,2007,0,0,0,0,6827.058379,3609,2638.984
1873,5640,135.76,2,2,2007,0,0,0,2,6910.432947,3575,2604.866
1875,5520,134.82,2,2,2007,0,0,0,0,6971.82546,3548,2577.826
1876,4790,119.51,2,10,2007,0,0,0,2,6979.426729,3412,2441.838
1877,4800,115.79,2,2,2007,0,0,0,0,6994.844493,3408,2437.996
1882,4790,93.81,1,11,2007,0,0,0,0,7067.543838,3420,2449.22
1885,4800,122.3,2,2,2007,0,0,0,0,7036.858654,3475,2504.328
1886,4880,115.32,2,11,2007,0,0,0,0,7090.031868,3453,2482.842
1888,5190,113.92,2,11,2007,0,0,0,0,6940.48385,3353,2382.655
1889,4810,91.6,1,2,2007,0,0,0,2,6955.057999,3347,2376.792
1890,5190,91.93,1,11,2007,0,0,0,0,7011.649478,3321,2350.328
1892,5210,117.16,1,10,2007,0,0,0,2,6957.799095,3381,2410.882
1893,4830,91.36,1,2,2007,0,0,0,2,6970.568658,3374,2403.979
1894,5090,93.04,1,11,2007,0,0,0,0,7018.196947,3358,2387.315
1895,4840,91.64,1,2,2007,0,0,0,0,7030.548924,3354,2383.08
1896,5850,89.95,1,3,2010,0,0,0,0,6654.919146,3630,2659.638
1898,7520,107.57,1,9,2010,0,0,0,2,6582.666294,3710,2739.813
1900,7190,89.19,1,8,2010,0,0,0,2,6673.480374,3661,2690.265
1906,7560,130.54,1,18,2010,0,0,0,2,6513.031154,3932,2961.729
1907,7570,131.5,1,1,2010,0,0,0,0,6540.790513,3930,2959.473
1908,7580,83.88,1,9,2010,0,0,0,0,6581.990268,3675,2704.759
1909,7580,88.65,1,1,2010,0,0,0,0,6607.226472,3661,2690.009
1910,7580,131.47,1,18,2010,0,0,0,0,6519.641903,4021,3050.101
1911,7580,127.68,1,1,2010,0,0,0,0,6552.239588,4016,3045.573
1912,7570,130.54,1,18,2010,0,0,0,0,6519.986218,3971,3000.984
1914,7200,87.23,1,6,2009,0,0,0,0,6553.807019,3875,2904.147
1915,6970,84.2,1,6,2009,0,0,0,0,6606.68203,3841,2870.877
1916,7250,92.49,1,1,2009,0,0,0,2,6626.818471,3831,2860.334
1917,6760,79.9,1,6,2009,0,0,0,2,6680.834787,3800,2829.107
1918,6620,92.04,1,1,2009,0,0,0,0,6691.807536,3793,2822.075
1920,7030,134.7,2,1,2009,0,0,0,0,6578.991078,3895,2924.748
1921,7100,83.88,1,6,2009,0,0,0,0,6622.035188,3869,2898.676
1922,7420,92.15,1,1,2009,0,0,0,0,6640.644632,3862,2891.007
1923,6850,83.88,1,6,2009,0,0,0,2,6702.655063,3828,2857.153
1924,7380,92.15,1,1,2009,0,0,0,0,6718.055341,3820,2849.778
1925,7020,84.32,1,6,2009,0,0,0,0,6753.597246,3804,2833.257
1926,6790,93.61,1,1,2009,0,0,0,0,6775.979254,3795,2824.018
1927,6800,86.62,1,6,2009,0,0,0,0,6627.745218,3898,2927.826
1928,7320,95.19,1,1,2009,0,0,0,2,6639.382171,3893,2922.895
1932,7190,134.7,2,1,2009,0,0,0,2,6588.112075,3941,2970.625
1934,6840,89.32,1,2,2009,0,0,0,0,6757.670802,3758,2787.86
1936,6580,92.3,1,1,2009,0,0,0,2,6716.862413,3858,2887.61
1937,7100,85.09,1,6,2009,0,0,0,0,6824.404865,3919,2948.509
1939,7310,85.34,1,6,2009,0,0,0,0,6679.01611,4030,3059.478
1941,7100,86.6,1,6,2009,0,0,0,0,6793.121352,3980,3009.39
1942,7100,95.18,1,1,2009,0,0,0,2,6810.87534,3970,2999.786
1943,7010,86.6,1,6,2009,0,0,0,2,6857.834129,3950,2979.237
1944,7280,95.18,1,1,2009,0,0,0,0,6879.773409,3944,2973.453
1945,6970,86.73,1,6,2009,0,0,0,0,6664.705007,4066,3095.959
1946,6780,94.9,1,1,2009,0,0,0,0,6682.023375,4059,3088.679
1949,7610,87.23,1,6,2009,0,0,0,0,6780.743581,3940,2969.082
1951,7530,87.23,1,6,2009,0,0,0,2,6758.344634,3993,3022.15
1954,7570,134.7,1,1,2010,0,0,0,2,6635.973738,3984,3013.182
1955,7570,89.47,1,6,2010,0,0,0,0,6717.46536,3968,2997.719
1956,7570,137.48,2,1,2010,0,0,0,2,6701.060978,3976,3005.609
1965,6520,116.49,2,3,2009,0,0,0,0,6703.76178,4018,3047.759
1966,6120,134.7,2,1,2009,0,0,0,0,6710.728121,4015,3044.787
1967,4590,130.53,2,2,2008,0,0,0,2,7125.975518,3783,2812.75
1968,4730,86.97,1,10,2008,0,0,0,2,6943.045527,3835,2864.123
1969,4650,131.83,2,12,2008,0,0,0,0,6983.054111,3877,2906.229
1971,4590,118.69,2,5,2008,0,0,0,0,7164.709003,3934,2963.027
1972,4330,87.53,1,1,2008,0,0,0,0,7182.21039,3947,2976.818
1973,4660,143.57,2,9,2008,0,0,0,0,7076.63914,3924,2953.975
1974,5350,127.46,2,16,2009,0,0,0,0,6478.407551,3590,2619.052
1977,5830,131.96,2,1,2009,0,0,0,0,6433.349219,3654,2683.399
1980,6170,134.1,2,26,2009,0,0,0,2,6427.327784,3776,2805.041
1981,5830,131.69,2,1,2009,0,0,0,0,6417.524772,3779,2808.844
1983,5780,114.17,2,1,2009,0,0,0,0,6449.448047,3598,2627.783
1985,5780,114.06,2,1,2009,0,0,0,2,6427.984128,3660,2689.244
1986,6310,131.96,2,15,2009,0,0,0,2,6419.705976,3719,2748.231
1989,5730,112.2,2,1,2009,0,0,0,2,6397.256686,3786,2815.983
1991,5760,148.19,2,1,2008,0,0,0,0,7250.763638,3818,2847.059
1993,5750,139.43,2,1,2008,0,0,0,0,7302.546944,3776,2805.866
1996,4650,145.42,2,5,2008,0,0,0,0,7315.772609,3840,2869.365
1997,4570,146.4,2,2,2008,0,0,0,0,7326.645576,3831,2860.21
1998,5680,130.21,2,10,2007,0,0,0,0,6859.361481,3704,2733.645
1999,5480,87.08,1,1,2007,0,0,0,0,6877.117874,3698,2727.327
2001,5470,87.61,1,1,2007,0,0,0,0,6966.815865,3659,2688.656
2002,5880,88.91,1,10,2007,0,0,0,0,6872.041744,3740,2769.385
2004,5990,103.52,1,11,2007,0,0,0,2,6962.351593,3702,2731.689
2006,5970,109.35,1,10,2007,0,0,0,0,6957.687058,3785,2814.544
2007,5790,91.9,1,1,2007,0,0,0,0,6970.614265,3782,2811.078
2012,5990,91.66,1,11,2007,0,0,0,0,7011.049492,3682,2711.612
2014,5980,125.05,2,17,2007,0,0,0,0,7052.545036,3666,2695.748
2015,5730,131.98,2,1,2007,0,0,0,0,7064.904656,3661,2690.634
2016,6020,79.61,1,18,2007,0,0,0,0,6919.947215,3804,2833.913
2019,5690,87.17,1,1,2007,0,0,0,0,6922.231919,3761,2790.075
2025,5800,91.76,1,1,2007,0,0,0,0,7098.873093,3726,2755.42
2026,6420,85.28,1,6,2008,0,0,0,0,7120.389568,3592,2621.833
2027,6200,134.42,2,1,2008,0,0,0,2,7135.328027,3586,2615.816
2031,6330,134.45,2,1,2008,0,0,0,0,7166.069998,3639,2668.453
2032,6420,84.38,1,6,2008,0,0,0,2,7209.043686,3631,2660.477
2033,6320,139.73,2,1,2008,0,0,0,2,7223.036833,3624,2653.612
2035,6270,148.26,2,1,2008,0,0,0,2,7189.625279,3662,2691.254
2040,6470,84.02,1,6,2008,0,0,0,0,7232.374407,3681,2710.828
2042,5770,146.6,2,10,2008,0,0,0,0,7194.985863,3727,2756.289
2043,5510,147.02,2,1,2008,0,0,0,2,7199.618459,3726,2755.922
2046,5730,94.07,1,9,2008,0,0,0,2,7282.161527,3777,2806.623
2047,5520,92.16,1,1,2008,0,0,0,0,7292.11204,3768,2797.878
2048,6680,55.08,1,10,2007,0,0,0,2,8830.652658,3172,2201.932
2051,6720,115.37,1,1,2003,0,0,0,2,1572.715862,1019,1562.791
2052,6130,146.83,2,4,2004,0,0,0,0,1543.969109,994,1536.981
2053,6850,147,2,2,2004,0,0,0,0,1585.741683,1143,1683.747
2054,6400,75.2,1,6,1992,0,0,1,0,10601.96579,4426,4770.486
2056,6320,57,1,4,2000,0,0,1,0,10565.10811,4453,4797.581
2057,5180,93.1,1,4,2007,0,0,0,0,8161.394316,2974,2003.82
2058,5360,75.6,1,3,2008,0,0,0,0,8153.883102,2978,2007.373
2059,5220,83,1,2,2008,0,0,0,0,8172.665344,2965,1994.044
2060,6480,128,2,5,2005,0,0,1,2,11003.026,4616,4960.778
2065,7210,99.55,2,5,2009,0,0,0,2,8234.956901,3056,2085.052
2066,7080,99.55,2,3,2009,0,0,0,2,8245.57827,3048,2077.994
2067,6310,80,1,14,2009,0,0,0,0,7226.328571,2833,1862.494
2068,6600,99.55,1,8,2010,0,0,0,0,7225.836566,2832,1861.5
2069,5900,89,1,14,2010,0,0,0,0,7203.76643,2816,1845.911
2070,6040,94,1,2,2007,0,0,0,0,10231.49561,4114,4458.561
2071,5210,85,1,6,2008,0,0,0,0,10223.65217,4103,4447.587
2073,5500,76,1,4,1998,0,0,0,2,11238.35524,3490,2519.594
2076,5860,90.84,1,2,2000,0,0,0,0,7496.796408,2922,1951.485
2081,6450,87.85,1,10,2007,0,0,0,2,7016.605244,3756,2785.198
2082,6050,97.36,1,2,2007,0,0,0,0,6998.104148,3762,2791.397
2083,6250,93.96,1,9,2007,0,0,0,0,7043.260859,3798,2827.339
2084,6740,96.78,1,1,2007,0,0,0,0,7029.052916,3802,2831.745
2086,6660,88.59,1,1,2007,0,0,0,0,7067.890618,2972,2001.736
2089,6340,61.11,1,4,2008,0,0,0,0,6832.82815,3701,2730.808
2090,6570,115.46,2,1,2008,0,0,0,0,6823.414081,3155,2184.547
2092,6590,128.7,2,4,2008,0,0,0,2,6874.551748,3708,2737.976
2093,6690,113.75,1,1,2008,0,0,0,2,6914.091058,3716,2745.049
2094,6580,109.96,1,4,2008,0,0,0,2,6923.315833,3708,2737.181
2096,6750,89.23,1,1,2008,0,0,0,0,6955.707448,3738,2767.075
2097,6260,90.94,1,4,2008,0,0,0,2,7005.472611,3723,2752.653
2098,6710,114.18,1,1,2008,0,0,0,2,6995.761022,3727,2756.949
2099,6200,94.18,1,5,2008,0,0,0,0,7105.316677,3783,2812.297
2100,6420,93.88,1,1,2008,0,0,0,2,7093.216451,3784,2813.66
2102,6470,91.78,1,1,2008,0,0,0,0,6875.79504,3184,2213.287
2109,6110,78.62,1,8,2008,0,0,0,2,7017.906104,2989,2018.319
2112,6470,115.22,2,1,2009,0,0,0,2,7333.548985,3779,2808.675
2115,6900,86.82,1,17,2009,0,0,0,2,7309.540776,3760,2789.459
2117,6640,79.62,1,8,2009,0,0,0,0,6902.269813,3519,2548.249
2119,6520,84.79,1,9,2009,0,0,0,0,6856.402238,3516,2545.352
2121,6620,60.86,1,7,2009,0,0,0,0,6881.136417,3552,2581.525
2123,6230,120.64,1,8,2008,0,0,0,0,7473.899701,2663,1692.173
2125,7140,94.05,1,8,2009,0,0,0,0,7108.424179,3678,2707.39
2126,6660,89.82,1,2,2009,0,0,0,0,7096.813511,3678,2707.34
2127,6750,75.86,1,8,2009,0,0,0,0,7062.344934,3682,2711.121
2128,6030,91.05,1,1,2009,0,0,0,2,7052.749473,3684,2713.982
2132,6480,84.27,1,2,2009,0,0,0,0,7127.793924,3712,2741.245
2135,6040,109.24,1,4,2007,0,0,0,2,7532.653559,2680,1709.618
2138,5600,70.94,1,5,2007,0,0,0,0,7011.283455,2906,1935.572
2141,5660,94.41,1,2,2007,0,0,0,2,6913.616528,3144,2173.591
2146,5750,94.55,1,6,2007,0,0,0,0,6870.725005,3115,2144.478
2151,5600,92.49,1,1,2007,0,0,0,0,7637.263648,3362,2391.323
2152,5750,92.57,1,6,2007,0,0,0,0,7581.185323,3372,2401.146
2153,5590,92.37,1,1,2007,0,0,0,2,7568.77661,3372,2401.863
2154,5750,63.67,1,6,2007,0,0,0,0,7598.696066,3348,2377.144
2156,5750,117.58,2,6,2007,0,0,0,0,7693.381367,3335,2364.236
2157,5660,117.58,2,2,2007,0,0,0,0,7677.960657,3333,2362.896
2159,5670,84.63,1,2,2007,0,0,0,0,7641.293606,3318,2347.295
2160,5600,84.77,1,5,2007,0,0,0,0,7703.631173,3312,2341.347
2162,5660,70.79,1,2,2007,0,0,0,0,7596.680748,3310,2339.993
2163,5610,70.79,1,5,2007,0,0,0,0,7611.787326,3311,2340.506
2164,5600,70.82,1,5,2007,0,0,0,0,7677.59288,3290,2319.299
2165,5600,70.82,1,1,2007,0,0,0,0,7664.558764,3289,2318.446
2169,5930,88.63,1,10,2007,0,0,0,0,7726.474677,3283,2312.173
2170,6000,88.63,1,2,2007,0,0,0,2,7716.546316,3274,2303.867
2173,5750,97.83,1,6,2007,0,0,0,2,7743.59315,3373,2402.767
2174,5600,97.62,1,1,2007,0,0,0,0,7732.546001,3370,2399.933
2182,5600,92.43,1,1,2007,0,0,0,2,7555.433794,3397,2426.771
2184,6230,85.09,1,2,2008,0,0,0,2,7544.347548,3317,2346.156
2185,6180,84.77,1,5,2008,0,0,0,2,7631.829873,3289,2318.4
2186,6180,84.77,1,1,2008,0,0,0,2,7622.349101,3289,2318.484
2189,6680,124,1,1,2008,0,0,0,2,7347.597283,2761,1790.947
2190,6300,88,1,8,2008,0,0,0,0,7353.826144,2791,1820.421
2191,6280,100,1,2,2008,0,0,0,0,7252.331262,2822,1851.814
2195,6800,152,2,6,2005,0,0,0,0,9577.979893,4333,4677.484
2196,6100,148,2,6,2006,0,0,0,0,9594.851807,4327,4671.313
2198,5320,84,1,4,2006,0,0,0,2,9188.431524,4000,3029.771
2199,5270,57,1,5,2007,0,0,0,2,9175.387362,3940,2969.595
2201,7570,100,1,7,2007,0,0,0,0,9840.038604,3956,4300.75
2202,6730,90,1,8,2009,0,0,0,0,9842.933293,3972,4316.613
2203,7570,43,1,5,2010,0,0,0,0,9817.327046,3987,4331.67
2204,6680,97.5,1,4,2000,0,0,0,0,9350.260045,4495,4839.356
2205,6520,84,1,5,2003,0,0,0,2,9364.000893,4490,4834.611
2206,7290,112,1,3,2005,0,0,0,0,9316.254262,4522,4866.057
2208,6700,57,1,3,1998,0,0,0,2,9552.213339,4365,4709.855
2210,4380,130.12,1,5,2007,0,0,0,0,10198.16374,4016,4360.014
2211,4240,130.46,1,6,2007,0,0,0,2,10208.89808,3994,4338.092
2212,4450,102.24,1,3,2007,0,0,0,2,10199.05798,3990,4334.406
2214,4250,137.63,2,6,2007,0,0,0,0,10272.83724,4045,4389.44
2215,4320,137.63,2,3,2007,0,0,0,0,10259.50885,4043,4387.071
2216,4210,137.46,2,6,2007,0,0,0,0,10234.82685,4017,4360.916
2217,4300,137.46,2,5,2007,0,0,0,2,10224.74133,4014,4357.986
2218,4240,137.47,2,6,2007,0,0,0,2,10298.55358,4067,4411.124
2219,4240,137.47,2,6,2007,0,0,0,2,10291.38289,4066,4410.226
2222,5790,80.01,1,4,2009,0,0,0,0,10208.06396,3979,4323.166
2223,5680,91.75,1,6,2009,0,0,0,0,10216.60508,3975,4319.007
2227,6710,76,1,4,2000,0,0,1,2,10509.29445,4205,4549.489
2232,4900,189,2,6,2006,0,0,0,0,11186.40181,4466,4810.789
2233,7160,95,1,5,2005,0,0,0,0,11022.95262,4509,4853.054
2234,7150,98,1,2,2006,0,0,0,2,10978.5155,4538,4882.504
2235,6440,135,1,6,2006,0,0,0,2,10993.80322,4541,4885.638
2237,4170,300,3,11,2006,0,0,0,0,11029.33602,3441,2470.234
2238,6330,78,1,8,2008,0,0,0,2,11076.84686,3452,2481.22
2239,9100,67,1,4,1990,0,0,1,0,10417.43893,4232,4576.809
2240,6000,78.5,1,7,1998,0,0,1,2,10397.27142,4240,4584.332
2241,5880,88.09,1,10,2007,0,0,0,2,10295.0431,4229,4573.598
2242,5620,130.78,2,1,2007,0,0,0,2,10280.66898,4229,4573.434
2243,5890,128.48,2,10,2007,0,0,0,2,10341.92284,4268,4612.449
2246,5650,90.05,1,1,2007,0,0,0,2,10380.52103,4316,4660.637
2249,6560,117.75,1,17,2008,0,0,0,2,10483.10679,4331,4675.552
2250,6460,120.59,1,1,2008,0,0,0,0,10470.67744,4332,4676.665
2252,6290,91.33,1,1,2008,0,0,0,2,10467.41369,4387,4731.382
2253,6450,131.13,2,10,2008,0,0,0,0,10272.35087,4195,4539.092
2255,6460,101,1,2,2007,0,0,0,2,10399.55378,4287,4631.652
2261,6530,90,1,5,2009,0,0,0,2,6911.037199,2434,1463.586
2262,6140,59.83,1,9,2007,0,0,0,0,6936.012814,2417,1446.749
2263,5910,116.24,2,1,2007,0,0,0,0,6927.255312,2422,1451.57
2265,6020,116.24,2,1,2007,0,0,0,0,6971.176567,2390,1419.865
2272,6620,134.39,2,10,2007,0,0,0,0,6799.537452,2515,1544.195
2276,6590,95.52,1,17,2007,0,0,0,0,7069.330523,2327,1356.306
2277,6120,41.57,1,1,2007,0,0,0,0,7056.898156,2339,1368.958
2278,6410,105.1,1,24,2009,0,0,0,0,6803.151697,2514,1543.855
2279,6400,108.67,1,1,2009,0,0,0,2,6791.749082,2524,1553.519
2280,6400,95.21,2,18,2009,0,0,0,2,6749.850799,3159,2188.541
2283,6260,122.98,1,2,2007,0,0,0,2,10192.07638,4014,4358.866
2284,6230,103.99,1,6,2007,0,0,0,0,10187.14453,3996,4340.686
2285,6300,79.84,1,2,2007,0,0,0,0,10182.39767,3997,4340.965
2289,6240,137.46,2,2,2007,0,0,0,0,10218.55175,4011,4355.373
2290,6100,100.4,1,6,2007,0,0,0,0,10247.3473,4047,4391.09
2292,6410,137.63,2,5,2007,0,0,0,0,10277.73756,4047,4390.994
2297,6260,137.47,2,2,2007,0,0,0,0,10293.92967,4065,4409.554
2298,6110,100.14,1,6,2007,0,0,0,2,10278.10538,4069,4413.397
2299,6410,128.21,1,2,2007,0,0,0,0,10267.54427,4067,4411.089
2300,6120,82.32,1,6,2007,0,0,0,2,10307.81087,4093,4437.02
2301,6300,80.28,1,1,2007,0,0,0,2,10299.46793,4092,4435.991
2305,6300,80.28,1,1,2007,0,0,0,2,10328.13283,4082,4426.278
2306,6070,94.7,1,6,2007,0,0,0,2,10349.95108,4083,4427.659
2307,6280,104.08,1,1,2007,0,0,0,0,10339.89329,4079,4423.163
2310,6230,95,1,6,2007,0,0,0,0,10202.71526,4050,4394.374
2311,4300,135.63,2,6,2008,0,0,0,0,10217.44946,4926,3955.47
2312,4290,135.63,2,6,2008,0,0,0,0,10196.82496,4939,3968.139
2313,4270,140.17,2,6,2009,0,0,0,0,10313.35605,4861,3890.722
2314,4270,140.17,2,6,2009,0,0,0,0,10292.14038,4876,3905.505
2320,5050,78.87,1,1,2009,0,0,0,0,10196.00965,4910,3939.961
2321,5400,116.03,1,6,2009,0,0,0,0,10151.17118,4944,3973.751
2323,5290,106.29,1,6,2009,0,0,0,0,10304.10712,4867,3896.891
2324,4930,82.62,1,1,2009,0,0,0,0,10279.64574,4881,3910.305
2325,5510,82,1,3,2009,0,0,0,2,10223.42125,4905,3934.024
2326,5620,97,1,9,2009,0,0,0,0,10227.17282,4871,3900.74
2328,5770,91,1,14,2005,0,0,1,0,14981.61828,6281,5310.415
2332,5790,88.84,1,2,2007,0,0,0,0,8650.667505,3197,2226.328
2336,6680,80.89,1,2,2007,0,0,0,0,8526.809555,3104,2133.439
2338,6830,120.24,2,1,2007,0,0,0,0,8605.789015,3151,2180.812
2344,6810,119.55,2,1,2009,0,0,0,2,8573.870775,3131,2160.233
2345,6870,107.05,1,5,2009,0,0,0,0,8500.908087,3077,2106.822
2346,6840,120.06,2,1,2009,0,0,0,0,8489.987566,3068,2097.524
2347,6800,110.44,1,6,2009,0,0,0,0,8519.676285,3088,2117.569
2350,6830,119.73,2,1,2009,0,0,0,2,8534.538332,3100,2129.234
2351,6470,164.33,2,6,2009,0,0,0,0,8486.281473,3064,2093.818
2352,6990,120.32,2,1,2009,0,0,0,0,8475.576145,3057,2086.879
2353,6720,164.33,2,6,2009,0,0,0,0,8505.587342,3082,2111.23
2354,6830,120.32,2,1,2009,0,0,0,0,8493.053632,3075,2104.628
2355,7930,100.43,1,5,2010,0,0,0,2,8542.844327,3123,2152.625
2357,7840,110.87,1,5,2010,0,0,0,0,8492.543049,3078,2107.491
2358,7900,80.69,1,2,2010,0,0,0,0,8479.428225,3066,2095.483
2359,7870,97.33,1,5,2010,0,0,0,0,8457.811974,3046,2075.874
2360,7890,80.34,1,2,2010,0,0,0,2,8444.373623,3035,2064.928
2362,6780,110.68,1,6,2007,0,0,0,0,8599.52467,3156,2185.515
2363,6680,97.5,1,10,2007,0,0,0,0,8597.365893,3147,2176.985
2364,6530,42,1,18,2009,0,0,0,2,7996.038718,2603,1632.203
2365,6460,43,1,8,2010,0,0,0,0,7987.574935,2594,1623.362
2367,5960,125.3,1,1,1998,0,0,0,2,10322.76291,4163,4506.927
2368,6460,92.21,1,5,2005,0,0,0,2,7680.958565,2540,1569.065
2371,6920,123,1,9,2004,0,0,0,2,7734.941796,2680,1709.853
2373,6980,82.29,1,13,2007,0,0,0,0,7719.098058,2617,1646.974
2375,5710,130,2,2,2009,0,0,0,0,10719.83787,3608,2637.898
2377,7020,50,1,15,2008,0,0,0,0,7525.863455,2430,1459.377
2380,6490,115.54,2,4,2000,0,0,0,2,10237.96868,4287,4631.556
2381,7150,67,1,5,2000,0,0,1,2,10251.10343,4273,4617.077
2383,7650,86,1,2,2003,0,0,1,0,10803.68607,4186,4529.936
2384,7060,103,1,2,2004,0,0,1,0,10810.72035,4160,4504.539
2385,7050,88,1,5,2008,0,0,1,2,10755.99915,4155,4499.056
2387,6310,75,1,6,2010,0,0,0,0,8348.067661,3708,2737.398
2389,1850,110.97,2,15,2008,0,0,0,0,7315.936397,2812,1841.069
2392,4530,109.88,2,1,2008,0,0,0,2,7267.785219,2864,1893.302
2394,5900,91.49,1,3,2008,0,0,0,0,7306.373716,2805,1834.783
2396,2720,90.6,1,2,2008,0,0,0,0,7268.265127,2865,1894.457
2398,6270,126.3,2,10,2007,0,0,0,0,7399.538862,2700,1729.899
2399,5810,69.15,1,14,2010,0,0,0,0,7297.731131,2756,1785.206
2402,6070,117.88,1,10,2008,0,0,0,2,7310.064013,2749,1778.902
2404,4660,153.23,2,11,2008,0,0,0,0,7296.842837,2741,1770.656
2405,6710,154.07,2,11,2010,0,0,0,0,7336.928878,2773,1802.399
2407,6070,125,2,3,2010,0,0,0,0,7398.042425,2742,1771.735
2408,6330,82,1,10,2010,0,0,0,2,7351.896947,2720,1749.462
2409,6990,92.06,1,15,2010,0,0,0,0,8433.627571,2724,1753.845
2411,6990,113.22,2,17,2010,0,0,0,0,8476.565079,2775,1804.265
2412,6990,113.22,2,3,2010,0,0,0,2,8462.045384,2787,1816.687
2415,6560,106.7,2,10,2008,0,0,0,0,8378.979591,2798,1827.096
2419,6830,118,1,1,2006,0,0,0,2,10164.26453,3924,4268.234
2420,7220,86,1,4,2006,0,0,0,0,10146.55196,3904,4248.765
2421,7600,87,1,1,2007,0,0,1,0,10167.68339,3918,4262.367
2422,6630,143.08,2,7,2009,0,0,0,2,9973.590461,3903,4247.867
2423,6450,146.16,2,1,2009,0,0,0,0,9968.261584,3854,4198.291
2424,6450,145.25,2,1,2009,0,0,0,0,9986.996601,3866,4210.169
2427,6590,143.08,2,11,2009,0,0,0,0,9980.623345,3898,4242.085
2429,6470,147.51,2,10,2009,0,0,0,0,9974.643687,3849,4193.161
2431,6570,145.25,2,11,2009,0,0,0,0,9994.069753,3861,4204.955
2433,6610,136.36,2,11,2009,0,0,0,2,10009.11097,3876,4220.432
2435,6430,91,1,3,2005,0,0,0,0,11496.09757,4605,4949.863
2436,7340,98,1,3,2007,0,0,0,0,11496.48236,4597,4941.447
2437,6790,128,1,8,2008,0,0,0,0,11470.37577,4589,4933.849
2445,6210,99.91,1,5,2008,0,0,0,0,7824.275079,3320,2349.38
2451,6170,99,1,2,2008,0,0,0,0,7842.747843,3453,2482.527
2453,6330,73.4,1,3,2000,0,0,0,2,9429.560215,4018,4361.908
2458,6480,55,1,11,2007,0,0,0,2,8782.95528,3153,2182.511
2462,5850,79.28,1,2,2007,0,0,0,2,10705.56937,4501,4845.823
2463,5760,92.7,1,8,2009,0,0,0,0,9946.51246,3817,2846.863
2464,6420,70,1,2,2010,0,0,0,0,9929.428173,3846,2875.642
2465,5810,87,1,9,2010,0,0,0,0,9898.700432,3860,2889.479
2466,6470,92,1,5,2007,0,0,0,0,8322.471658,3082,2111.132
2468,6600,61,1,5,2001,0,0,0,0,9309.618158,4010,3039.628
2469,6050,117,1,5,2006,0,0,0,2,9312.282016,4017,3046.912
2470,6290,87.07,1,1,2006,0,0,0,0,9270.87654,3774,2803.559
2471,7640,126,2,5,2004,0,0,1,0,10367.611,4073,4417.234
2478,4110,170,1,6,2005,0,0,0,2,10230.46998,3339,2368.697
2480,6050,85,1,2,1995,0,0,0,0,6937.927985,3260,2289.33
2482,4960,85,1,6,2003,0,0,0,0,6890.751403,3261,2290.397
2483,6350,218.55,4,9,2005,0,0,0,2,6713.409091,2976,2005.037
2484,6350,193.68,4,11,2005,0,0,0,2,6834.100154,2891,1920.928
2488,6360,212.08,4,10,2005,0,0,0,0,6539.211929,3308,2337.955
2491,6380,210.73,4,11,2005,0,0,0,0,6437.119704,3347,2376.947
2493,6360,210.18,4,11,2005,0,0,0,0,6479.588935,3294,2323.379
2497,6370,193.14,4,11,2005,0,0,0,0,6828.678444,3132,2161.322
2498,6360,193.14,4,11,2005,0,0,0,0,6823.4234,3114,2143.602
2500,6370,236.65,4,11,2005,0,0,0,0,6706.147097,3104,2133.662
2503,6360,192.42,4,11,2005,0,0,0,0,6760.183299,3067,2096.04
2510,6360,239.35,4,11,2005,0,0,0,0,6664.226288,3227,2256.892
2513,6350,218.26,4,11,2005,0,0,0,2,6764.034774,3202,2231.053
2514,6370,209.43,4,11,2005,0,0,0,0,6747.013031,3199,2228.058
2516,6360,207.85,4,11,2005,0,0,0,0,6722.359364,3154,2183.74
2517,6380,216.68,4,11,2005,0,0,0,0,6702.903981,3189,2218.516
2520,6340,197.96,4,11,2005,0,0,0,2,6629.988613,3263,2292.177
2525,6380,197.96,4,11,2005,0,0,0,0,6602.474508,3129,2158.852
