ID,HPRICE1,HSIZE,HNBATHR,HFLOOR,BUILDY,RILAK,NSCDIS,NPARK,URSUB,D_PMSP,D_PCBD,D_PRAILS
2,11360,80,2,6,2000,0,0,0,1,2364.658901,1291,1536.506
3,9570,108,1,11,2003,0,0,0,1,1726.80759,1357,1670.878
4,10480,108,1,11,2005,0,0,0,1,1739.488738,1366,1679.916
5,11660,108.21,2,10,2006,0,0,0,1,1741.222053,1364,1677.386
6,13390,48.44,1,6,1988,0,1,0,1,834.6295636,637,1367.611
7,13710,84.2,1,4,1988,0,1,0,1,754.9517017,627,1489.35
8,13030,73.6,1,6,1992,0,1,0,1,797.0418538,645,1507.001
12,11130,83,1,4,1994,1,0,0,1,3017.028352,1400,1160.03
13,10320,70,1,4,1996,0,0,0,1,2931.091547,1381,1140.952
16,13750,88,1,3,2005,0,0,0,1,2759.277319,1497,1283.772
23,14670,64,1,1,1988,1,0,1,1,2389.701611,1106,1446.206
27,8240,54,1,2,1992,1,0,0,1,621.6066359,917,1842.754
28,11410,52,1,7,1988,0,0,0,1,815.34448,690,1387.801
29,9860,50,1,5,1990,0,0,0,1,854.8424086,679,1376.87
30,10820,86,1,3,1998,0,0,0,1,845.4513354,673,1370.693
31,8640,40,1,3,1980,0,0,0,1,1002.840709,653,1231.703
32,9950,33,1,2,1990,0,0,0,1,993.9212938,649,1226.871
33,10740,78.24,1,2,1999,0,0,0,1,1008.914328,662,1240.605
34,14230,67.41,1,4,1998,1,0,0,1,2240.6498,1247,1492.024
38,9660,58,1,6,1998,0,0,0,1,2332.488425,1737,1586.67
39,7920,48.5,1,7,1998,0,0,0,1,2360.883721,1755,1604.387
40,9590,50,1,1,1996,0,0,0,1,2362.252523,1046,1394.326
41,11330,86,1,4,1998,0,0,0,1,2479.112872,1372,1221.987
47,10790,137.4,1,7,2008,0,0,0,1,1104.021672,1372,1950.278
48,8160,127.87,1,8,2008,0,0,1,1,1232.912913,1479,2057.145
49,8070,129.63,2,6,2008,0,0,0,1,857.0794336,1030,1767.744
50,7490,91.47,1,1,2009,0,0,1,1,1181.906416,1453,2030.985
52,12320,87.43,1,14,2009,0,0,0,1,1144.243293,1385,1963.221
54,8530,48,1,3,1990,0,0,0,1,811.265885,945,1339.838
55,9700,80,1,6,1990,0,0,0,1,822.990599,961,1355.484
56,10050,98,1,13,1995,0,0,0,1,871.8188313,860,1254.513
57,11520,42,1,3,2003,0,0,0,1,1894.541418,1712,1561.651
58,11480,100,1,3,2003,0,0,0,1,1888.634392,1719,1568.462
61,10060,141,2,1,2005,0,0,0,1,1731.256266,1394,1769.477
66,8820,63,1,2,1996,0,0,1,1,1701.984771,862,1634.028
67,11830,126,2,10,2009,1,0,0,1,1374.02479,1041,1607.28
70,11690,126.47,2,7,2009,1,0,0,1,1292.946154,897,1649.18
72,12020,88.47,1,7,2009,0,0,0,1,1342.827247,951,1703.122
77,11330,130,2,17,2006,0,0,0,1,1263.399244,1180,1601.94
80,12320,83,1,4,2006,0,0,0,1,1370.982938,1252,1674.353
81,11480,121,1,13,2006,0,0,0,1,1363.94703,1293,1606.935
83,9810,42,1,8,2010,0,0,0,1,2338.101449,1530,1559.506
90,10920,55.3,1,5,2004,0,0,0,1,982.9144812,775,657.8623
96,11830,108.31,1,1,2006,0,0,0,1,2270.80217,1276,1324.161
97,10830,103,1,3,2004,0,0,0,1,2806.127954,1514,1118.365
98,10440,150,2,4,2004,0,0,0,1,2802.990919,1499,1369.915
99,9160,105,1,3,2004,0,0,0,1,2813.028669,1510,1113.886
102,8200,68.8,1,6,1990,0,1,0,1,420.2168668,380,1305.58
104,7600,163,1,15,1999,0,1,0,1,575.0442012,415,1340.97
108,12930,136,1,2,2002,0,0,0,1,1155.582744,709,1287.448
111,21400,64,1,1,1990,0,0,0,1,1288.40713,598,1344.98
112,12270,95.5,1,6,1989,0,1,0,1,185.4731309,223,1148.537
113,11230,71,1,4,1990,0,1,0,1,183.3358836,244,1169.263
116,9200,66,1,3,1992,0,0,1,1,331.926376,633,926.9284
117,10380,62.08,1,5,1999,0,0,1,1,332.0893027,633,927.0459
119,8170,69.5,1,6,1990,0,0,0,1,3096.418965,1164,872.8561
120,7950,55.37,1,5,1995,0,0,0,1,3117.656782,1179,887.7628
121,11980,115,2,7,1991,0,0,0,1,701.4918753,410,1156.814
124,11550,148.58,2,2,2004,0,0,0,1,3205.240581,1285,993.3528
127,11330,144,2,6,2003,0,0,0,1,1474.998064,1075,1497.198
132,7270,40.5,1,4,1980,1,0,0,1,2884.369579,1487,1474.068
134,9040,71,1,3,1997,1,0,0,1,2873.502878,1486,1472.818
139,11280,100,1,4,2006,0,0,0,1,1058.556146,969,1599.507
140,12900,136,1,7,2006,0,0,0,1,1028.1654,948,1578.108
141,11070,110,2,1,2002,0,0,0,1,1091.138349,1012,1642.393
144,8650,54,1,4,1988,0,0,0,1,1650.62272,921,1360.818
147,9140,51.08,1,3,1984,0,0,0,1,2746.480636,1120,907.1398
149,7620,81.32,1,6,1990,0,0,0,1,2724.486907,1106,893.543
150,7320,57,1,3,1982,0,0,0,1,2366.124967,998,938.6501
151,8790,52,1,3,1985,0,0,0,1,2362.046966,999,939.0472
152,8800,51,1,2,1987,0,0,0,1,2362.723803,1003,943.777
153,9590,44,1,5,1985,0,1,0,1,511.5054718,490,1416.087
154,9510,61.5,1,4,1992,0,1,0,1,515.5312453,495,1420.715
157,12970,37.66,1,3,2009,0,0,0,1,572.7448159,807,1150.177
159,13050,76.65,1,2,1986,0,1,0,1,502.1249238,683,1556.102
162,10190,73,1,1,1991,0,0,0,1,532.5548139,684,1227.125
166,13390,64,1,7,2000,1,0,0,1,2337.868957,1434,1421.042
167,12390,89.06,1,28,2000,1,0,0,1,2327.763564,1441,1428.015
170,8900,60,1,6,2005,0,1,0,1,1286.417512,958,1651.568
172,8470,50,1,2,1990,0,1,0,1,933.7828535,819,1744.594
173,9280,44.06,1,1,1990,0,1,0,1,946.8853636,810,1735.131
175,15810,131,2,10,2007,0,0,0,1,663.4371451,642,783.7251
176,12840,65,1,10,2008,0,0,0,1,662.6706019,646,787.1662
179,11300,89,1,16,2010,0,0,0,1,1128.030163,1619,2545.06
182,10670,62.1,1,4,1998,0,0,0,1,886.4053233,883,1717.794
184,11850,93,1,2,2003,0,0,0,1,1045.746546,917,1611.123
186,11530,81,1,5,2004,0,0,0,1,1039.778771,854,1687.873
188,9160,63,1,6,1998,0,0,0,1,1087.13381,873,1707.083
191,7900,50,1,5,1988,1,0,0,1,458.031218,833,1758.546
192,8700,78,1,5,1994,1,0,0,1,451.9843798,833,1758.758
193,8610,59,1,5,1988,0,1,0,1,950.480057,812,1646.339
195,9040,69,1,4,1996,0,1,0,1,954.9942566,823,1656.94
198,8890,76,1,5,1998,0,1,0,1,770.3033976,854,1779.24
199,8930,39.6,1,4,1990,1,0,0,1,573.9861864,966,1892.038
200,9110,55,1,5,1993,1,0,0,1,572.6294764,959,1884.322
201,9350,44,1,1,1996,1,0,0,1,576.1434632,952,1877.573
206,11790,81,1,3,2003,0,0,0,1,916.9612325,846,1680.739
216,10090,55,1,6,1993,0,0,0,1,499.7133177,761,1055.632
217,14210,66.5,1,1,1993,0,0,0,1,1130.917316,516,1262.64
218,10640,50,1,1,1995,0,0,0,1,1125.579036,524,1270.8
221,10890,148,2,2,2005,0,0,0,1,2114.016872,1244,1488.865
222,9820,80.53,1,4,1996,1,0,0,1,2684.045165,1313,1553.021
223,10930,106,1,6,1997,1,0,0,1,2671.684634,1308,1548.333
224,10840,72,1,4,1998,1,0,0,1,2679.61752,1316,1556.646
226,9420,71,1,5,1998,0,0,0,1,2197.233489,1036,1128.284
227,9190,78,1,19,1999,0,0,0,1,2583.378852,1529,1316.372
228,10050,98,1,20,2000,0,0,0,1,2566.629669,1532,1318.491
230,10090,70,1,6,1991,0,0,0,1,561.2804271,677,1216.52
233,8760,62,1,5,1995,0,0,0,1,3219.737916,1438,1085.806
234,8560,61,1,3,1995,0,0,0,1,3227.690065,1428,1075.341
235,8950,79,1,4,1998,0,0,0,1,3194.166898,1453,1099.854
238,10620,102,2,5,1994,0,0,0,1,10448.82095,4372,4715.995
240,10660,61.64,1,3,1998,0,0,0,1,1241.331902,621,1305.041
241,12220,67,1,4,1998,0,0,0,1,1227.229943,611,1295.36
242,8070,56,1,7,1990,0,0,0,1,1670.558494,828,1197.399
243,9480,67,1,3,1990,0,0,0,1,1660.246785,817,1186.438
244,9410,51.14,1,2,1997,0,0,0,1,1662.096904,829,1198.804
253,8560,61,1,5,1990,0,0,0,1,683.4502364,641,1184.565
254,11250,65,1,2,1995,0,0,0,1,1283.284006,706,1452.238
255,11470,50,1,5,1996,0,0,0,1,1282.074152,703,1449.513
260,10320,47.5,1,6,1990,0,1,0,1,227.8352983,343,1252.36
263,7700,61,1,3,1986,0,0,0,1,3118.847729,1216,1030.417
270,12560,102.4,1,12,2006,0,0,0,1,3273.484971,1359,1006.079
276,8160,59.6,1,6,1998,0,0,0,1,782.457124,879,1713.535
278,9580,40,1,2,1988,1,1,0,1,437.5931227,725,1650.932
281,10930,115,1,7,2000,0,0,0,1,612.0072965,586,1316.893
282,12040,59.5,1,9,2003,0,0,0,1,600.7990467,577,1307.863
284,14580,86,1,2,1985,0,0,0,1,1139.386315,844,1544.344
288,10150,55.88,1,4,1994,0,0,1,1,1027.743476,581,1311.228
292,13000,97,1,11,1998,0,0,0,1,1669.380072,788,1535.14
297,9910,57,1,5,1995,0,1,0,1,126.8572735,494,1419.768
299,8140,55,1,6,1992,0,0,0,1,637.9677156,633,1363.738
302,10630,113,1,4,2000,0,0,0,1,1247.239803,684,1247.168
303,10440,87,1,4,2000,0,0,0,1,1226.825183,675,1238.185
304,12540,112,2,5,2003,0,0,0,1,2081.899844,1320,1353.199
305,13600,112.48,1,6,2004,0,0,0,1,2079.139259,1329,1362.546
306,12780,112.5,2,5,2006,0,0,0,1,2073.769243,1324,1357.607
307,7980,62.15,1,1,1988,0,0,0,1,2966.653696,1030,1024.277
308,8920,75,1,1,1990,0,0,0,1,2956.836726,1032,1026.45
309,7310,67,1,5,1996,0,0,0,1,2960.207348,1040,1034.142
311,8520,58,1,4,1989,0,0,0,1,2145.815401,1002,1094.65
315,9340,75.18,1,6,1996,0,0,0,1,2104.389737,1106,1215.636
316,8980,48.7,1,4,1989,0,0,0,1,1365.81204,619,1161.408
318,13070,70.15,1,10,2009,0,0,0,1,1356.802577,623,1166.166
319,7630,110,2,6,2009,0,0,0,1,2043.370532,703,913.6772
323,10130,76,1,2,2002,0,0,0,1,608.5519773,618,1160.897
326,9150,69.3,1,6,1990,0,0,0,1,506.5882223,638,1177.443
331,9720,64.16,1,2,2007,0,0,0,1,2919.141838,1051,1044.758
333,9190,81.83,1,7,1995,0,0,1,1,1063.910915,938,1690.111
334,10970,75.5,1,2,2001,0,0,1,1,1061.707243,940,1691.833
335,9580,60,1,3,1990,0,0,0,1,1286.126924,780,1706.082
339,13100,57.6,1,7,1990,0,1,0,1,1703.102254,858,1605.04
343,13510,126,2,1,2003,0,0,0,1,1486.111619,583,1320.752
344,13540,132,2,6,2002,1,0,0,1,1493.638538,1097,1663.01
345,12620,143,2,6,2004,1,0,0,1,1501.452934,1088,1654.417
346,13230,123,2,10,2005,1,0,0,1,1473.25761,1097,1663.259
348,10490,64,1,4,2001,1,0,0,1,1505.201059,997,1563.571
350,9280,124,2,5,2002,0,0,0,1,3326.7263,1344,1158.168
351,9260,124.21,2,5,2005,0,0,0,1,3309.296067,1331,1145.096
352,10060,124,2,5,2006,0,0,0,1,3320.98833,1336,1150.615
354,10910,60,1,2,1994,0,0,0,1,959.6958247,634,1323.146
358,12100,91.45,1,3,2005,0,0,0,1,2322.901378,1516,1545.934
359,10180,77.4,1,4,2000,0,0,0,1,2542.82771,1583,1370.273
360,9670,52,1,2,2002,0,0,0,1,2540.930459,1570,1356.858
368,10560,92,1,10,1996,0,0,0,1,1561.424791,572,1114.206
371,9590,120,1,20,1999,0,0,0,1,2001.378333,944,1036.095
372,8070,122,1,20,2000,0,0,0,1,2007.842541,946,1038.399
373,8100,122.5,1,26,2000,0,0,0,1,1999.415423,948,1040.692
375,9630,158.88,2,5,1999,0,0,0,1,1961.575952,960,1052.371
378,11610,106.14,1,27,2009,0,0,0,1,242.7958898,350,1080.879
381,8140,101,1,11,1998,0,0,0,1,1621.565772,547,1089.264
382,6880,108,1,21,1999,0,0,0,1,1629.644506,551,1093.971
384,9740,50,1,11,1996,0,1,0,1,575.0955153,421,1346.211
388,7930,160,1,6,2000,0,1,0,1,457.2547069,402,1327.71
390,16570,44,1,1,1987,0,0,0,1,489.4635517,666,1276.905
391,9650,59.45,1,6,1990,0,0,0,1,472.6741832,571,1032.506
392,9480,61,1,6,1992,0,0,0,1,481.4867312,667,1277.829
394,12090,95,1,5,2000,0,1,0,1,1453.759078,952,1532.309
395,10490,61,1,4,2003,0,1,0,1,1446.174413,944,1524.063
402,15300,130,2,7,2006,0,0,0,1,1228.650308,1013,1130.086
403,15270,119,2,2,2003,0,0,0,1,1188.996692,1089,1206.828
406,12050,138.64,2,7,2002,0,0,0,1,1867.036962,1129,1374.141
407,13240,98,2,2,2004,0,0,0,1,1872.646129,1120,1365.611
408,12590,139,2,3,2005,0,0,0,1,1855.57532,1133,1378.43
409,9920,63,1,5,1998,1,0,0,1,3660.284446,1236,1373.826
410,8820,82,1,1,2000,1,0,0,1,3622.725364,1211,1348.822
411,10150,87,2,7,2000,1,0,0,1,3558.189193,1179,1317.23
412,10780,117,1,19,1995,0,0,0,1,1361.543305,644,1186.421
413,11090,113,1,19,1995,0,0,0,1,1354.229949,641,1184.029
416,9180,54,1,2,1990,0,0,0,1,523.2365015,645,786.7041
419,7480,130,1,7,1999,0,1,0,1,398.4629381,683,1608.39
420,8580,50,1,1,1982,0,0,0,1,2354.081692,1218,1291.937
421,9320,72,1,6,1992,0,0,0,1,2337.795267,1226,1299.98
423,14780,54,1,3,1990,0,1,0,1,1288.007117,766,1466.108
424,13270,74,1,3,1992,0,1,0,1,1274.190749,758,1457.86
425,15990,85,1,4,1998,0,1,0,1,1268.148749,758,1458.253
427,8690,58,1,6,1996,0,0,0,1,2357.717553,1772,1621.596
429,11120,154,1,4,1997,0,0,0,1,3091.299988,1441,1045.255
430,8670,127,1,2,2000,0,0,0,1,3089.21654,1444,1048.438
434,11710,91.45,1,3,2004,0,0,0,1,2289.630252,1490,1520.167
435,7550,45.6,1,5,1979,0,0,0,1,625.7464946,825,966.2642
436,8670,47,1,2,1982,0,0,0,1,599.6026546,831,972.225
437,12010,78.5,1,6,2000,0,0,0,1,600.3730206,820,961.3222
439,11010,53,1,3,1997,0,0,0,1,1327.926127,744,1286.289
441,4510,90,1,3,1990,0,0,0,1,2045.882555,839,1028.814
442,8840,30.5,1,3,1991,0,0,0,1,2025.738112,825,1015.447
444,12680,100,1,5,2000,1,0,1,1,2201.805571,1078,1418.423
446,7720,99,1,6,1997,1,0,0,1,1003.823841,848,1773.432
454,8520,58,1,4,1998,0,0,0,1,2337.793865,1001,941.6334
460,9570,44,1,3,1998,0,1,0,1,1144.210382,833,1758.125
462,9760,52,1,2,1998,0,1,0,1,1143.507788,822,1747.234
464,10970,118.5,1,6,1998,0,0,0,1,2517.909115,1232,1211.268
467,10240,42.4,1,6,2006,0,0,0,1,1643.517536,987,1008.833
468,16420,96,1,8,2008,0,0,0,1,1611.316181,963,984.2711
469,11720,61,1,10,2009,0,0,0,1,1621.748407,928,1045.81
471,12350,92.74,1,4,2003,1,0,0,1,3156.204097,1426,1185.722
472,13890,109.91,1,2,2005,1,0,0,1,3163.792161,1426,1185.31
474,11710,86,1,2,2003,0,0,0,1,829.9578541,1008,1638.165
475,11510,124,2,6,2003,0,0,0,1,843.3726045,1006,1636.228
478,10750,168,2,3,2005,0,0,0,1,3160.301541,1477,1081.457
481,10490,102.81,1,2,1992,0,1,0,1,363.0696444,255,1180.471
482,11490,61,1,10,2006,0,1,0,1,363.6963527,245,1170.784
483,12650,55.19,1,28,2009,0,1,0,1,368.7844872,251,1176.518
488,10220,79,1,1,1998,0,1,0,1,480.7992971,738,1663.208
492,12310,75.9,1,6,1995,0,1,0,1,455.461526,436,1361.509
497,8720,74.01,1,7,2000,0,0,0,1,2492.731364,1545,1332.16
499,12550,88.61,1,4,2002,0,0,0,1,1593.567186,1031,1610.775
500,11610,58,1,11,2003,0,0,0,1,1600.206153,1032,1611.468
501,11560,112,2,2,2005,0,0,0,1,1590.553106,1025,1604.744
503,16540,85,1,1,1995,0,0,0,1,727.4148449,751,1448.888
505,9740,64,1,1,1998,1,0,1,1,377.6777489,981,1907.034
506,7790,130,1,7,1998,1,0,1,1,381.8284314,721,1646.477
508,12190,129,2,6,2005,0,0,0,1,2777.832316,930,1045.014
509,11420,44,1,8,2006,0,0,0,1,2788.272189,920,1035.123
511,10100,65,1,1,1995,0,0,0,1,1958.792277,1287,1451.672
512,10420,84.18,1,9,2000,0,0,0,1,1958.38388,1295,1460.506
513,10730,84.14,1,9,2001,0,0,0,1,1958.014789,1278,1326.736
515,11330,81.7,1,4,2003,0,0,0,1,929.8872453,1103,1680.612
520,15980,110.8,2,6,2000,0,0,0,1,1817.652979,817,1186.496
521,14460,87,2,17,2001,0,0,0,1,1799.313027,803,1173.145
524,14460,99,1,1,2004,0,0,0,1,3354.869632,1275,967.7415
525,14310,120,2,2,2004,0,0,0,1,3337.281669,1288,980.6027
526,9920,70,1,6,1997,0,0,0,1,999.4880195,938,1632.077
527,11370,64,1,5,1998,0,0,0,1,1025.274948,914,1607.69
531,10690,152,2,3,2000,0,1,0,1,1730.269532,741,1453.369
532,12730,84.7,1,3,2002,0,0,0,1,2147.842664,1264,1297.028
534,10850,160,2,6,2005,0,0,0,1,2159.215265,1267,1300.804
536,12390,51.45,1,16,2005,0,1,0,1,175.7005618,314,1044.56
539,10940,118,1,7,2000,0,0,0,1,1428.583727,858,1227.39
540,10220,87.69,1,11,2000,0,0,0,1,1436.151184,852,1221.578
542,8570,131,1,3,1997,0,0,0,1,2041.465816,879,1323.881
544,14010,66,1,4,1979,0,1,0,1,1472.276457,889,1589.155
546,18010,81,1,6,2002,0,1,0,1,1461.374308,882,1582.07
547,13100,96,1,5,1980,0,1,0,1,1397.114427,835,1535.129
548,15080,66,1,3,1988,0,1,0,1,1405.033708,840,1540.584
552,12790,61.93,1,6,1985,0,1,0,1,634.5485203,628,1489.934
555,15210,119,2,9,2005,0,1,0,1,474.9640183,497,1422.628
556,15070,119,2,9,2006,0,1,0,1,484.8151853,486,1411.664
557,13640,113,2,1,2005,0,0,0,1,1141.500547,825,722.0355
558,14120,114,2,2,2005,0,0,0,1,1136.33047,838,735.1826
560,14090,64,1,5,1996,1,0,0,1,2071.801548,1379,1624.714
569,10770,60.67,1,2,1991,0,0,0,1,1534.884575,642,1389.014
570,9900,97,1,3,1995,0,0,0,1,1550.773207,650,1396.703
572,10060,52,1,2,1998,1,0,0,1,1103.483448,919,1670.597
573,10060,101.3,1,5,2000,1,0,0,1,1091.893201,924,1675.824
574,8180,140,2,7,2000,1,0,0,1,1090.85203,927,1678.719
575,8700,55,1,2,1992,0,0,0,1,882.5311855,413,1159.763
577,8370,115,1,7,1999,0,0,0,1,878.1434205,417,1163.351
578,8840,54,1,3,1993,0,0,0,1,853.6800462,446,1192.357
582,10090,45,1,17,2005,1,0,1,1,3306.825669,1274,1201.563
583,9640,43,1,12,2006,1,0,1,1,3318.409598,1281,1208.63
585,10020,60,1,1,1992,0,0,1,1,784.0512008,792,774.1987
586,9450,51,1,4,1996,0,0,1,1,774.1370187,791,773.1595
587,10170,62,1,3,1999,0,0,0,1,1046.027681,1107,1685.364
588,10660,94,1,5,2002,0,0,0,1,1037.241889,1112,1690.334
589,10860,94,1,5,2002,0,0,0,1,1030.276365,1122,1699.623
590,8630,46,1,3,1990,0,0,0,1,607.0722757,188,1075.798
591,7690,40,1,6,1988,0,0,0,1,3129.473807,1070,778.5742
592,7560,48.3,1,3,1995,0,0,0,1,3145.928221,1082,790.8124
593,7560,48.26,1,3,1995,0,0,0,1,3133.865954,1071,780.3596
595,10320,140,1,6,2005,1,0,0,1,1837.143862,1089,1502.929
597,13850,100,1,16,2007,0,1,0,1,496.5531561,896,1821.393
600,7030,187.3,1,4,1997,0,0,0,1,1336.417495,1279,1701.542
601,11660,112,1,13,2008,0,0,0,1,1343.313099,1268,1690.32
602,13160,87.3,1,5,2009,0,0,0,1,1354.089714,1268,1689.785
605,11660,133,2,2,2005,0,0,0,1,1604.382418,888,909.6063
606,9100,84.7,1,6,1990,1,0,0,1,372.7624008,625,1550.706
607,9930,79.5,1,5,1994,1,0,0,1,375.8499889,612,1537.489
609,11110,202,2,21,2005,0,0,0,1,1346.927839,494,1232.063
613,8890,47,1,4,1996,0,0,0,1,1561.876014,779,1148.778
616,10960,56,1,5,2000,0,0,0,1,403.1331339,931,1072.518
619,9250,76,1,3,1990,0,0,0,1,2218.828616,1199,1290.755
623,11160,54,1,3,1988,0,0,0,1,2109.853144,1482,1616.099
625,9140,68,1,6,1992,0,0,0,1,437.9137117,371,1048.508
627,9110,50,1,5,1985,0,0,0,1,1132.798474,529,1275.279
629,9620,53,1,4,1995,0,0,0,1,1144.942004,537,1283.821
630,8630,46,1,3,1990,0,0,0,1,918.488563,409,1155.307
634,10480,150,2,7,2005,1,0,0,1,618.8493587,956,1881.458
635,13770,122,2,16,2005,1,0,0,1,652.6359206,1064,1990.083
638,11480,98,1,5,2002,0,1,0,1,1064.480622,878,1804.001
639,13230,83,1,1,2004,0,1,0,1,512.9339831,402,1327.677
640,12930,146,2,1,2004,0,1,0,1,520.338507,403,1328.766
642,10380,64,1,1,1962,0,1,0,1,410.7356616,476,1401.863
643,9800,64.77,1,4,1980,0,1,0,1,401.3241389,477,1402.594
644,11130,78.02,1,6,1996,0,1,0,1,412.1158011,471,1396.533
646,10850,77,1,6,2006,0,0,0,1,2309.186722,1323,1302.045
647,10960,42,1,8,2008,0,0,0,1,2312.30667,1321,1300.444
649,9440,66.78,1,1,2000,0,1,0,1,896.3142787,768,1693.806
650,8620,77,1,3,2003,0,1,0,1,899.6496008,867,1701.023
651,10330,79,1,1,1992,0,1,0,1,937.5567959,845,1679.568
653,10370,66,1,5,2000,0,1,0,1,919.2898685,853,1687.017
654,8590,68.22,1,7,1997,0,0,0,1,410.3365472,573,1498.462
656,9730,127.5,2,3,2000,0,0,0,1,402.1486851,570,1495.093
657,9340,67,1,2,1998,0,1,0,1,838.6656427,764,1689.688
659,10510,81,1,3,2002,0,1,0,1,851.7056609,762,1687.486
661,10250,48,1,2,1985,0,0,1,1,1120.807144,605,1336.138
664,10840,60,1,1,1985,0,1,1,1,963.4991998,507,1237.595
667,8690,115.2,1,7,1999,0,0,0,1,2400.041537,956,896.4689
668,19440,139.04,2,38,2005,0,0,0,1,408.3207409,338,909.8149
669,19610,128.04,2,11,2005,0,0,0,1,406.2552146,327,899.305
672,8910,51.87,1,4,1990,0,0,0,1,130.1237708,656,761.5159
674,8190,44,1,5,1988,0,0,0,1,2707.804863,1084,1158.727
675,7670,47,1,3,1992,0,0,0,1,2688.767081,1071,1145.213
676,10590,154,1,3,1997,0,0,0,1,912.6102732,668,1365.837
678,11430,55,1,3,2000,0,0,0,1,906.6491762,664,1362.165
679,9860,59.57,1,6,1992,0,0,0,1,1152.442124,812,1512.7
680,10520,103,1,1,1995,0,0,0,1,1141.639326,815,1515.135
683,9580,70,1,3,1997,0,0,0,1,2717.239034,1457,1195.51
688,8750,65,1,5,1990,0,0,0,1,1043.42551,691,1380.553
689,11990,117,1,5,1997,0,0,0,1,1022.511241,676,1365.27
691,9040,81.79,1,2,2000,0,0,0,1,2342.40006,1481,1331.241
692,8820,80.5,1,2,2002,0,0,0,1,2327.36934,1385,1418.765
695,13330,66.06,1,4,1995,0,0,0,1,1995.098342,836,1582.403
700,10480,67,1,3,1990,0,0,0,1,482.1819879,652,1263.117
701,9560,60,1,5,1990,0,0,0,1,467.6206013,661,1272.307
703,8640,124,2,4,1998,0,0,0,1,935.7847533,471,1217.799
705,9190,94,1,3,2000,0,0,0,1,951.1868222,478,1225.044
706,9220,54,1,3,1990,0,0,0,1,845.0032668,465,1211.807
707,9190,94,1,3,1995,0,0,0,1,828.793616,474,1220.622
708,9040,85.36,1,4,1985,0,0,0,1,233.0475617,450,1375.465
709,8470,50,1,6,1994,0,0,0,1,240.9404399,482,1408.04
712,9400,47.3,1,6,1988,0,0,0,1,1724.441495,764,1306.222
713,8950,69,1,2,1990,0,0,0,1,1718.439863,823,1365.64
716,16970,70,1,5,1985,0,1,0,1,1739.515137,754,1466.733
718,16950,40,1,4,1990,0,1,0,1,1734.198783,750,1462.292
720,10600,81.41,1,5,2009,0,0,0,1,777.5571765,979,1717.204
721,11100,116.32,2,4,2009,0,0,0,1,795.3845014,992,1730.541
724,12980,131.11,2,1,2009,0,0,0,1,822.7578838,1025,1763.021
729,7790,78,1,7,1987,0,0,0,1,664.8668966,778,1172.754
730,9400,80,1,5,1991,0,0,0,1,683.6477011,767,1161.704
731,13350,93,1,6,1988,0,0,0,1,665.1467372,782,1176.371
732,8800,44,1,6,1990,0,0,0,1,671.1576474,784,1178.144
735,11400,85,1,1,2000,0,0,0,1,1206.828926,1256,1833.987
737,8260,55,1,6,1995,0,0,0,1,1403.307649,1396,1864.621
738,11190,60.37,1,5,1997,0,0,0,1,1402.817009,1387,1855.332
739,11660,62,1,5,1999,0,0,0,1,1410.640861,1383,1851.528
740,11570,90,1,7,1999,0,0,0,1,1231.258293,1358,1780.452
742,11280,100,2,4,2000,0,0,0,1,1220.353089,1361,1783.374
745,9810,42,1,4,1993,1,0,0,1,598.7261416,672,1597.869
746,8770,73,1,7,1994,1,0,0,1,582.9477578,686,1611.814
747,9790,83,1,3,1996,1,0,0,1,581.1586226,681,1606.428
748,9050,71,1,2,1990,1,0,1,1,1068.431887,891,1686.994
749,7180,55.8,1,6,1995,1,0,1,1,1068.672154,894,1690.156
751,11550,74,1,7,2000,1,0,0,1,1842.497092,701,1960.807
752,11350,75,1,6,2000,1,0,0,1,1820.937022,684,1944.183
757,13810,126,2,11,2005,1,0,0,1,2408.781204,1393,1379.999
758,13300,127,2,11,2008,1,0,0,1,2404.50697,1402,1388.56
762,12580,102,1,16,2009,0,0,1,1,4561.505099,1541,139.4394
763,12000,91,1,18,2009,0,0,1,1,4555.794538,1536,134.1161
766,11030,136.59,2,2,2009,0,0,0,1,2081.617455,1380,1409.878
767,11690,140.71,2,18,2009,0,0,0,1,2158.030024,1410,1439.754
768,11430,140.54,2,2,2009,0,0,0,1,2156.02646,1417,1446.319
771,9070,127.46,1,8,2000,0,0,0,1,2360.505688,897,922.7699
772,8480,61.45,1,3,1998,0,0,0,1,2408.987752,968,908.8136
773,9830,121,2,2,2001,0,0,0,1,2396.43987,965,905.574
774,10050,118,1,4,2004,0,0,0,1,2405.57789,970,910.587
776,10110,120.6,2,2,2000,0,0,0,1,2707.429628,932,671.428
778,8410,62,1,3,1998,0,0,0,1,2099.785426,933,1123.291
780,8410,62,1,3,1998,0,0,0,1,2082.761774,934,1124.399
781,10090,95,1,2,1998,0,0,0,1,1786.601741,661,1203.903
783,9310,131,2,3,1998,0,0,0,1,1779.881784,666,1208.911
784,8890,65.16,1,6,1991,0,0,0,1,1600.949667,798,1237.213
785,10630,103,1,2,1998,0,0,0,1,1585.982907,796,1235.219
786,8060,147,1,4,2005,0,0,0,1,1581.221571,808,1247.448
787,9350,28,1,1,1980,0,0,0,1,1145.047228,451,1189.059
790,9680,69,1,5,1988,0,0,0,1,1282.07602,491,1237.518
798,9510,68.2,1,5,1995,0,1,0,1,1072.073185,865,1790.484
